[2025-10-12 15:11:43] Epoch: 0, train loss: 316359.1050, val loss: 177900.6635, val mpjpe: 552.7157
[2025-10-12 15:11:58] Epoch: 1, train loss: 122885.0747, val loss: 108377.0008, val mpjpe: 405.3165
[2025-10-12 15:12:14] Epoch: 2, train loss: 106854.7521, val loss: 108392.2919, val mpjpe: 405.2411
[2025-10-12 15:12:29] Epoch: 3, train loss: 106859.6773, val loss: 108375.9334, val mpjpe: 405.3084
[2025-10-12 15:12:45] Epoch: 4, train loss: 106836.8830, val loss: 108353.6171, val mpjpe: 405.5350
[2025-10-12 15:13:02] Epoch: 5, train loss: 106843.8710, val loss: 108402.2883, val mpjpe: 404.9784
[2025-10-12 15:13:17] Epoch: 6, train loss: 106845.2200, val loss: 108445.2124, val mpjpe: 404.8001
[2025-10-12 15:13:32] Epoch: 7, train loss: 106837.6140, val loss: 108393.8101, val mpjpe: 405.1300
[2025-10-12 15:13:48] Epoch: 8, train loss: 106841.7141, val loss: 108385.4723, val mpjpe: 405.3296
[2025-10-12 15:14:04] Epoch: 9, train loss: 106850.4992, val loss: 108388.4813, val mpjpe: 405.1147
[2025-10-12 15:14:19] Epoch: 10, train loss: 106842.8689, val loss: 108367.3075, val mpjpe: 405.2789
[2025-10-12 15:14:35] Epoch: 11, train loss: 106839.1095, val loss: 108360.2984, val mpjpe: 405.4360
[2025-10-12 15:14:52] Epoch: 12, train loss: 106847.4239, val loss: 108353.6495, val mpjpe: 405.9031
[2025-10-12 15:15:08] Epoch: 13, train loss: 106850.0606, val loss: 108378.3143, val mpjpe: 405.2990
[2025-10-12 15:15:25] Epoch: 14, train loss: 106840.3117, val loss: 108343.6106, val mpjpe: 405.7499
[2025-10-12 15:15:41] Epoch: 15, train loss: 106841.7544, val loss: 108388.3486, val mpjpe: 405.3372
[2025-10-12 15:15:57] Epoch: 16, train loss: 106846.6574, val loss: 108354.2181, val mpjpe: 405.4822
[2025-10-12 15:16:14] Epoch: 17, train loss: 106842.8779, val loss: 108351.8471, val mpjpe: 405.5668
[2025-10-12 15:16:31] Epoch: 18, train loss: 106841.4445, val loss: 108359.7302, val mpjpe: 405.5370
[2025-10-12 15:16:47] Epoch: 19, train loss: 106838.6841, val loss: 108368.2465, val mpjpe: 405.5964
[2025-10-12 15:17:03] Epoch: 20, train loss: 106837.4518, val loss: 108355.3634, val mpjpe: 405.5650
[2025-10-12 15:17:20] Epoch: 21, train loss: 106840.9359, val loss: 108373.6479, val mpjpe: 405.3568
[2025-10-12 15:17:34] Epoch: 22, train loss: 106846.7717, val loss: 108354.9025, val mpjpe: 405.6725
[2025-10-12 15:17:49] Epoch: 23, train loss: 106850.3854, val loss: 108360.5611, val mpjpe: 405.9197
[2025-10-12 15:18:06] Epoch: 24, train loss: 106842.6426, val loss: 108366.9739, val mpjpe: 405.3138
[2025-10-12 15:18:22] Epoch: 25, train loss: 106840.1433, val loss: 108337.5433, val mpjpe: 405.9723
[2025-10-12 15:18:38] Epoch: 26, train loss: 106843.4996, val loss: 108345.7886, val mpjpe: 405.6666
[2025-10-12 15:18:53] Epoch: 27, train loss: 106842.5788, val loss: 108347.3643, val mpjpe: 405.6328
[2025-10-12 15:19:09] Epoch: 28, train loss: 106841.9011, val loss: 108348.3355, val mpjpe: 405.6376
[2025-10-12 15:19:26] Epoch: 29, train loss: 106852.4102, val loss: 108346.7186, val mpjpe: 406.7821
[2025-10-12 15:19:44] Epoch: 30, train loss: 106857.0855, val loss: 108338.3037, val mpjpe: 406.2418
[2025-10-12 15:20:01] Epoch: 31, train loss: 106847.1045, val loss: 108367.4020, val mpjpe: 405.6216
[2025-10-12 15:20:21] Epoch: 32, train loss: 106841.0870, val loss: 108345.7396, val mpjpe: 405.6869
[2025-10-12 15:20:54] Epoch: 33, train loss: 106849.0829, val loss: 108378.6147, val mpjpe: 405.4199
[2025-10-12 15:21:17] Epoch: 34, train loss: 106850.9016, val loss: 108370.0383, val mpjpe: 405.3475
[2025-10-12 15:21:32] Epoch: 35, train loss: 106848.3831, val loss: 108352.5167, val mpjpe: 405.5167
[2025-10-12 15:21:47] Epoch: 36, train loss: 106843.1654, val loss: 108371.8389, val mpjpe: 405.2996
[2025-10-12 15:22:03] Epoch: 37, train loss: 106844.1896, val loss: 108360.7308, val mpjpe: 405.4567
[2025-10-12 15:22:17] Epoch: 38, train loss: 106839.8927, val loss: 108337.8966, val mpjpe: 405.9500
[2025-10-12 15:22:32] Epoch: 39, train loss: 106849.3369, val loss: 108380.0485, val mpjpe: 405.5950
[2025-10-12 15:22:47] Epoch: 40, train loss: 106840.0617, val loss: 108389.9673, val mpjpe: 405.4128
[2025-10-12 15:23:19] Epoch: 41, train loss: 106849.3308, val loss: 108337.0122, val mpjpe: 406.1469
[2025-10-12 15:23:37] Epoch: 42, train loss: 106845.7823, val loss: 108395.3412, val mpjpe: 405.2688
[2025-10-12 15:23:53] Epoch: 43, train loss: 106854.1734, val loss: 108346.4520, val mpjpe: 406.7805
[2025-10-12 15:24:08] Epoch: 44, train loss: 106852.8023, val loss: 108388.5294, val mpjpe: 405.2688
[2025-10-12 15:24:23] Epoch: 45, train loss: 106851.9621, val loss: 108350.8332, val mpjpe: 405.7143
[2025-10-12 15:24:38] Epoch: 46, train loss: 106854.2401, val loss: 108344.1275, val mpjpe: 405.8174
[2025-10-12 15:24:52] Epoch: 47, train loss: 106844.7019, val loss: 108374.9285, val mpjpe: 405.2885
[2025-10-12 15:25:07] Epoch: 48, train loss: 106848.1264, val loss: 108487.8774, val mpjpe: 404.7597
[2025-10-12 15:25:22] Epoch: 49, train loss: 106854.2869, val loss: 108363.0893, val mpjpe: 405.5784
[2025-10-12 15:25:36] Epoch: 50, train loss: 106847.5395, val loss: 108337.2152, val mpjpe: 406.1122
[2025-10-12 15:25:52] Epoch: 51, train loss: 106870.8145, val loss: 108403.4498, val mpjpe: 405.0707
[2025-10-12 15:26:07] Epoch: 52, train loss: 106863.0123, val loss: 108358.9909, val mpjpe: 407.0481
[2025-10-12 15:26:22] Epoch: 53, train loss: 106911.2986, val loss: 108356.5199, val mpjpe: 405.5868
[2025-10-12 15:26:37] Epoch: 54, train loss: 106846.4623, val loss: 108352.7714, val mpjpe: 405.6727
[2025-10-12 15:26:53] Epoch: 55, train loss: 106840.8929, val loss: 108348.6586, val mpjpe: 406.0342
[2025-10-12 15:27:08] Epoch: 56, train loss: 106852.8415, val loss: 108349.7795, val mpjpe: 406.1088
[2025-10-12 15:27:23] Epoch: 57, train loss: 106866.7241, val loss: 108347.8808, val mpjpe: 405.6126
[2025-10-12 15:27:40] Epoch: 58, train loss: 106863.8757, val loss: 108345.0485, val mpjpe: 406.1079
[2025-10-12 15:27:56] Epoch: 59, train loss: 106842.1438, val loss: 108429.2134, val mpjpe: 404.8037
[2025-10-12 15:28:12] Epoch: 60, train loss: 106885.3881, val loss: 108389.0155, val mpjpe: 405.0764
[2025-10-12 15:28:26] Epoch: 61, train loss: 106868.8245, val loss: 108370.8463, val mpjpe: 405.5749
[2025-10-12 15:28:41] Epoch: 62, train loss: 106849.0797, val loss: 108356.7685, val mpjpe: 405.7868
[2025-10-12 15:28:56] Epoch: 63, train loss: 106844.2611, val loss: 108367.0500, val mpjpe: 405.5379
[2025-10-12 15:29:11] Epoch: 64, train loss: 106854.5757, val loss: 108403.1205, val mpjpe: 405.3815
[2025-10-12 15:29:26] Epoch: 65, train loss: 106877.1490, val loss: 108394.7948, val mpjpe: 405.4668
[2025-10-12 15:29:42] Epoch: 66, train loss: 106857.4954, val loss: 108373.9228, val mpjpe: 405.2565
[2025-10-12 15:29:58] Epoch: 67, train loss: 106857.9495, val loss: 108363.2587, val mpjpe: 406.3792
[2025-10-12 15:30:15] Epoch: 68, train loss: 106860.4906, val loss: 108374.6201, val mpjpe: 405.2996
[2025-10-12 15:30:32] Epoch: 69, train loss: 106851.3397, val loss: 108340.7743, val mpjpe: 405.8121
[2025-10-12 15:30:49] Epoch: 70, train loss: 106849.8266, val loss: 108338.5509, val mpjpe: 406.4721
[2025-10-12 15:31:06] Epoch: 71, train loss: 106857.9668, val loss: 108337.1077, val mpjpe: 406.0578
[2025-10-12 15:31:22] Epoch: 72, train loss: 106850.4476, val loss: 108348.4544, val mpjpe: 405.6168
[2025-10-12 15:31:38] Epoch: 73, train loss: 106841.7667, val loss: 108349.7754, val mpjpe: 405.8557
[2025-10-12 15:31:54] Epoch: 74, train loss: 106842.4283, val loss: 108424.6350, val mpjpe: 405.6313
[2025-10-12 15:32:10] Epoch: 75, train loss: 106859.9594, val loss: 108354.5414, val mpjpe: 406.3320
[2025-10-12 15:32:25] Epoch: 76, train loss: 106853.4042, val loss: 108393.6505, val mpjpe: 405.2762
[2025-10-12 15:32:43] Epoch: 77, train loss: 106839.5364, val loss: 108376.5245, val mpjpe: 405.1823
[2025-10-12 15:32:58] Epoch: 78, train loss: 106841.8079, val loss: 108350.8401, val mpjpe: 405.6018
[2025-10-12 15:33:15] Epoch: 79, train loss: 106863.8991, val loss: 108354.8947, val mpjpe: 406.8227
[2025-10-12 15:33:30] Epoch: 80, train loss: 106854.6207, val loss: 108468.0651, val mpjpe: 404.5022
[2025-10-12 15:33:45] Epoch: 81, train loss: 106864.1130, val loss: 108351.0672, val mpjpe: 405.7487
[2025-10-12 15:34:00] Epoch: 82, train loss: 106870.2955, val loss: 108374.6830, val mpjpe: 405.2360
