[2025-10-12 21:13:11] Epoch: 0, train loss: 91072.0773, val loss: 34173.9179, val mpjpe: 4249.4898
[2025-10-12 21:13:21] Epoch: 1, train loss: 30285.7671, val loss: 33544.5119, val mpjpe: 4216.8558
[2025-10-12 21:13:32] Epoch: 2, train loss: 27188.6258, val loss: 25776.2439, val mpjpe: 3315.4808
[2025-10-12 21:13:50] Epoch: 3, train loss: 26048.2195, val loss: 24616.3056, val mpjpe: 3235.9747
[2025-10-12 21:14:08] Epoch: 4, train loss: 24545.6106, val loss: 26831.2697, val mpjpe: 3338.9798
[2025-10-12 21:14:28] Epoch: 5, train loss: 24387.2345, val loss: 23558.2813, val mpjpe: 3108.1159
[2025-10-12 21:14:46] Epoch: 6, train loss: 23346.8795, val loss: 24320.6565, val mpjpe: 3302.7754
[2025-10-12 21:15:06] Epoch: 7, train loss: 22743.6733, val loss: 22812.0375, val mpjpe: 2996.3336
[2025-10-12 21:15:26] Epoch: 8, train loss: 22520.2671, val loss: 23769.5629, val mpjpe: 3086.9004
[2025-10-12 21:15:46] Epoch: 9, train loss: 21768.2993, val loss: 22820.1464, val mpjpe: 2947.6730
[2025-10-12 21:16:06] Epoch: 10, train loss: 21425.2190, val loss: 22449.7753, val mpjpe: 2954.8823
[2025-10-12 21:16:27] Epoch: 11, train loss: 20870.2530, val loss: 21783.5266, val mpjpe: 2879.6347
[2025-10-12 21:16:47] Epoch: 12, train loss: 20446.4397, val loss: 22677.5085, val mpjpe: 2944.9949
[2025-10-12 21:17:05] Epoch: 13, train loss: 20241.8133, val loss: 22549.4413, val mpjpe: 2908.1620
[2025-10-12 21:17:26] Epoch: 14, train loss: 20299.2059, val loss: 22806.9180, val mpjpe: 2896.5019
[2025-10-12 21:17:47] Epoch: 15, train loss: 19557.1093, val loss: 22134.7654, val mpjpe: 2876.5514
[2025-10-12 21:18:07] Epoch: 16, train loss: 19133.5445, val loss: 21327.7470, val mpjpe: 2760.5953
[2025-10-12 21:18:26] Epoch: 17, train loss: 18843.1369, val loss: 21839.0403, val mpjpe: 2855.3554
[2025-10-12 21:18:46] Epoch: 18, train loss: 18688.3844, val loss: 21038.1306, val mpjpe: 2810.6109
[2025-10-12 21:19:06] Epoch: 19, train loss: 18252.1075, val loss: 21729.2885, val mpjpe: 2843.5163
[2025-10-12 21:19:26] Epoch: 20, train loss: 17911.5747, val loss: 20747.1089, val mpjpe: 2716.1423
[2025-10-12 21:19:46] Epoch: 21, train loss: 17672.7416, val loss: 21030.2162, val mpjpe: 2657.8678
[2025-10-12 21:20:07] Epoch: 22, train loss: 17854.4664, val loss: 19992.5547, val mpjpe: 2665.1349
[2025-10-12 21:20:26] Epoch: 23, train loss: 17426.0962, val loss: 20213.2667, val mpjpe: 2682.6957
[2025-10-12 21:20:46] Epoch: 24, train loss: 17409.8211, val loss: 20717.0583, val mpjpe: 2830.2306
[2025-10-12 21:21:07] Epoch: 25, train loss: 16896.6470, val loss: 20373.2752, val mpjpe: 2674.6861
[2025-10-12 21:21:28] Epoch: 26, train loss: 17367.2255, val loss: 20241.7611, val mpjpe: 2661.0725
[2025-10-12 21:21:50] Epoch: 27, train loss: 16561.0204, val loss: 20120.8109, val mpjpe: 2663.2795
[2025-10-12 21:22:11] Epoch: 28, train loss: 16539.5709, val loss: 20366.1687, val mpjpe: 2672.0773
[2025-10-12 21:22:32] Epoch: 29, train loss: 16112.5702, val loss: 20172.5754, val mpjpe: 2692.8611
[2025-10-12 21:22:53] Epoch: 30, train loss: 15733.0858, val loss: 18997.6993, val mpjpe: 2528.2472
[2025-10-12 21:23:14] Epoch: 31, train loss: 15671.4236, val loss: 19477.7462, val mpjpe: 2574.9628
