[2026-05-03 13:39:37] 备注: 数据集=IMUPoser, baseline=aipose
[2026-05-03 13:39:37] mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-05-03 13:40:48] [20260503133937] Epoch: 0, train loss1: 0.2884, train loss2: 0.8378, train loss3: 0.2937, train current mean joint angle error: 31.4032 deg, train current positional error: 63.8376 cm, train future mean joint angle error: 31.9595 deg, train future positional error: 63.6579 cm
[2026-05-03 13:40:48] [20260503133937] Epoch: 0, val loss1: 0.3782, val loss2: 0.6516, val loss3: 0.3519, val current mean joint angle error: 27.9303 deg, val current positional error: 60.4163 cm, val future mean joint angle error: 27.5428 deg, val future positional error: 60.8243 cm
[2026-05-03 13:40:48] [20260503133937] Epoch: 0, train current per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0     143.0364
        1    joint_1      22.9834
        2    joint_2      23.6808
        3    joint_3      22.4057
        4    joint_4      30.1465
        5    joint_5      30.5500
        6    joint_6      19.0374
        7    joint_7      22.8561
        8    joint_8      24.7433
        9    joint_9      18.7706
       10   joint_10      23.9700
       11   joint_11      27.7958
       12   joint_12      23.4488
       13   joint_13      24.6811
       14   joint_14      24.1665
       15   joint_15      23.2035
       16   joint_16      44.2330
       17   joint_17      41.2701
       18   joint_18      34.0902
       19   joint_19      36.0727
       20   joint_20      26.5206
       21   joint_21      27.4467
       22   joint_22      18.7922
       23   joint_23      19.7746
[2026-05-03 13:40:48] [20260503133937] Epoch: 0, train future per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0     142.5720
        1    joint_1      24.0776
        2    joint_2      24.9326
        3    joint_3      22.5148
        4    joint_4      29.7702
        5    joint_5      30.7600
        6    joint_6      20.4484
        7    joint_7      23.6144
        8    joint_8      25.1304
        9    joint_9      18.5638
       10   joint_10      24.7081
       11   joint_11      26.3017
       12   joint_12      26.0653
       13   joint_13      25.8436
       14   joint_14      25.2492
       15   joint_15      23.8308
       16   joint_16      43.6497
       17   joint_17      41.7245
       18   joint_18      34.8581
       19   joint_19      36.3351
       20   joint_20      26.3617
       21   joint_21      28.4234
       22   joint_22      21.3558
       23   joint_23      19.9377
[2026-05-03 13:40:48] [20260503133937] Epoch: 0, val current per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0     136.1748
        1    joint_1      21.1670
        2    joint_2      21.4752
        3    joint_3      19.4053
        4    joint_4      26.4195
        5    joint_5      26.6724
        6    joint_6      16.1868
        7    joint_7      20.4927
        8    joint_8      21.5509
        9    joint_9      15.9088
       10   joint_10      22.2031
       11   joint_11      25.7599
       12   joint_12      22.1916
       13   joint_13      20.4211
       14   joint_14      21.4122
       15   joint_15      20.8783
       16   joint_16      34.7109
       17   joint_17      34.8528
       18   joint_18      32.0244
       19   joint_19      32.9585
       20   joint_20      23.2222
       21   joint_21      24.5274
       22   joint_22      15.2684
       23   joint_23      14.4430
[2026-05-03 13:40:48] [20260503133937] Epoch: 0, val future per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0     135.8774
        1    joint_1      20.6747
        2    joint_2      21.2568
        3    joint_3      18.5894
        4    joint_4      26.4582
        5    joint_5      26.4970
        6    joint_6      16.0677
        7    joint_7      20.3877
        8    joint_8      21.5824
