[2026-04-09 17:52:02] 备注: 数据集=AMASS, baseline=aipose
[2026-04-09 17:52:02] mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-04-09 17:54:53] [20260409175202] Epoch: 0, train loss1: 0.1771, train loss2: 0.7136, train loss3: 0.1786, train current mean joint angle error: 19.0298 deg, train current positional error: 31.3801 cm, train future mean joint angle error: 19.1330 deg, train future positional error: 31.2637 cm
[2026-04-09 17:54:53] [20260409175202] Epoch: 0, val loss1: 0.1587, val loss2: 0.6843, val loss3: 0.1601, val current mean joint angle error: 16.6470 deg, val current positional error: 24.9127 cm, val future mean joint angle error: 16.7533 deg, val future positional error: 24.9661 cm
[2026-04-09 17:54:53] [20260409175202] Epoch: 0, train current per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      81.6616
        1    joint_1      17.2370
        2    joint_2      16.9947
        3    joint_3      13.7713
        4    joint_4      22.5951
        5    joint_5      21.8293
        6    joint_6       9.3049
        7    joint_7      12.7303
        8    joint_8      12.6369
        9    joint_9       6.5990
       10   joint_10       2.6681
       11   joint_11       2.6060
       12   joint_12      16.0837
       13   joint_13      16.6536
       14   joint_14      17.0506
       15   joint_15      17.0386
       16   joint_16      22.9037
       17   joint_17      24.2387
       18   joint_18      30.3656
       19   joint_19      30.1560
       20   joint_20      23.7662
       21   joint_21      24.7745
       22   joint_22       5.2520
       23   joint_23       7.7983
[2026-04-09 17:54:53] [20260409175202] Epoch: 0, train future per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      81.2751
        1    joint_1      17.5593
        2    joint_2      17.2884
        3    joint_3      13.9890
        4    joint_4      22.9705
        5    joint_5      22.3338
        6    joint_6       9.3920
        7    joint_7      12.8417
        8    joint_8      12.7517
        9    joint_9       6.6282
       10   joint_10       2.5421
       11   joint_11       2.6108
       12   joint_12      16.2186
       13   joint_13      16.7400
       14   joint_14      17.0800
       15   joint_15      17.0976
       16   joint_16      23.1214
       17   joint_17      24.2937
       18   joint_18      30.6849
       19   joint_19      30.4515
       20   joint_20      23.9061
       21   joint_21      24.9721
       22   joint_22       4.9423
       23   joint_23       7.5016
[2026-04-09 17:54:53] [20260409175202] Epoch: 0, val current per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      67.4520
        1    joint_1      16.0658
        2    joint_2      15.8948
        3    joint_3      12.4198
        4    joint_4      21.3060
        5    joint_5      20.6515
        6    joint_6       8.2862
        7    joint_7      11.7034
        8    joint_8      11.8114
        9    joint_9       5.5622
       10   joint_10       1.3841
       11   joint_11       1.3475
       12   joint_12      15.3730
       13   joint_13      15.0316
       14   joint_14      15.1756
       15   joint_15      16.1706
       16   joint_16      18.9974
       17   joint_17      19.7150
       18   joint_18      25.6202
       19   joint_19      25.4761
       20   joint_20      22.7341
       21   joint_21      23.9330
       22   joint_22       2.8157
       23   joint_23       4.6009
[2026-04-09 17:54:53] [20260409175202] Epoch: 0, val future per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      68.1997
        1    joint_1      16.5054
        2    joint_2      16.2393
        3    joint_3      12.6199
        4    joint_4      21.8901
        5    joint_5      21.0545
        6    joint_6       8.2543
        7    joint_7      11.8303
        8    joint_8      11.8920
        9    joint_9       5.5857
       10   joint_10       1.2032
       11   joint_11       1.3464
       12   joint_12      15.5565
       13   joint_13      14.9428
       14   joint_14      15.1538
       15   joint_15      16.2496
       16   joint_16      18.9625
       17   joint_17      19.7671
       18   joint_18      25.9489
       19   joint_19      25.6011
       20   joint_20      22.9388
       21   joint_21      24.2328
       22   joint_22       2.9066
