[2025-10-12 15:38:49] Epoch: 0, train loss: 211966.9697, val loss: 123963.8604, val mpjpe: 412.1368
[2025-10-12 15:39:02] Epoch: 1, train loss: 61691.8113, val loss: 59673.6057, val mpjpe: 291.6711
[2025-10-12 15:39:16] Epoch: 2, train loss: 41630.6145, val loss: 35105.0832, val mpjpe: 180.7919
[2025-10-12 15:39:29] Epoch: 3, train loss: 33241.0284, val loss: 44673.7928, val mpjpe: 197.9431
[2025-10-12 15:39:41] Epoch: 4, train loss: 30110.9097, val loss: 35281.6130, val mpjpe: 163.0690
[2025-10-12 15:39:54] Epoch: 5, train loss: 27571.2858, val loss: 29001.2035, val mpjpe: 144.1104
[2025-10-12 15:40:07] Epoch: 6, train loss: 26546.5877, val loss: 36201.5943, val mpjpe: 161.1553
[2025-10-12 15:40:19] Epoch: 7, train loss: 24947.5801, val loss: 26601.2646, val mpjpe: 132.4665
[2025-10-12 15:40:32] Epoch: 8, train loss: 24847.6885, val loss: 31677.3266, val mpjpe: 147.8053
[2025-10-12 15:40:45] Epoch: 9, train loss: 24168.5277, val loss: 24007.2382, val mpjpe: 128.7155
[2025-10-12 15:40:58] Epoch: 10, train loss: 23271.6189, val loss: 23972.9352, val mpjpe: 126.1625
[2025-10-12 15:41:11] Epoch: 11, train loss: 22424.2466, val loss: 24457.5532, val mpjpe: 123.6048
[2025-10-12 15:41:23] Epoch: 12, train loss: 21575.6790, val loss: 25271.6106, val mpjpe: 129.5083
[2025-10-12 15:41:37] Epoch: 13, train loss: 21150.3004, val loss: 21308.5169, val mpjpe: 117.1050
[2025-10-12 15:41:50] Epoch: 14, train loss: 20598.3823, val loss: 21219.3124, val mpjpe: 113.8692
[2025-10-12 15:42:03] Epoch: 15, train loss: 19657.8773, val loss: 20676.2140, val mpjpe: 117.8539
[2025-10-12 15:42:16] Epoch: 16, train loss: 19243.0420, val loss: 19548.8325, val mpjpe: 108.7345
[2025-10-12 15:42:30] Epoch: 17, train loss: 18304.0348, val loss: 18047.6643, val mpjpe: 100.0614
[2025-10-12 15:42:43] Epoch: 18, train loss: 18036.0348, val loss: 18613.5540, val mpjpe: 102.8950
[2025-10-12 15:42:56] Epoch: 19, train loss: 18059.2852, val loss: 22068.1511, val mpjpe: 111.9643
[2025-10-12 15:43:08] Epoch: 20, train loss: 17624.8093, val loss: 17593.5645, val mpjpe: 101.6383
[2025-10-12 15:43:21] Epoch: 21, train loss: 16628.0060, val loss: 16732.6621, val mpjpe: 94.2494
[2025-10-12 15:43:34] Epoch: 22, train loss: 16160.0242, val loss: 16500.9610, val mpjpe: 93.8354
[2025-10-12 15:43:47] Epoch: 23, train loss: 16260.9728, val loss: 18278.3143, val mpjpe: 100.9293
[2025-10-12 15:44:00] Epoch: 24, train loss: 15835.1545, val loss: 19122.5938, val mpjpe: 101.6864
[2025-10-12 15:44:13] Epoch: 25, train loss: 15285.9325, val loss: 16802.7774, val mpjpe: 95.8254
[2025-10-12 15:44:25] Epoch: 26, train loss: 15696.0160, val loss: 15772.4235, val mpjpe: 91.3549
[2025-10-12 15:44:38] Epoch: 27, train loss: 14796.7263, val loss: 16033.4704, val mpjpe: 90.0770
[2025-10-12 15:44:51] Epoch: 28, train loss: 14454.7829, val loss: 15150.1594, val mpjpe: 86.5339
[2025-10-12 15:45:03] Epoch: 29, train loss: 14229.2369, val loss: 15263.1385, val mpjpe: 86.7777
[2025-10-12 15:45:16] Epoch: 30, train loss: 14601.9821, val loss: 14893.0260, val mpjpe: 84.7197
[2025-10-12 15:45:29] Epoch: 31, train loss: 13683.5442, val loss: 14133.6381, val mpjpe: 82.4468
[2025-10-12 15:45:42] Epoch: 32, train loss: 13572.5368, val loss: 15303.3092, val mpjpe: 88.8340
[2025-10-12 15:45:55] Epoch: 33, train loss: 13309.4463, val loss: 15603.8315, val mpjpe: 88.1915
[2025-10-12 15:46:08] Epoch: 34, train loss: 13829.9607, val loss: 14609.9060, val mpjpe: 83.4927
[2025-10-12 15:46:21] Epoch: 35, train loss: 13484.5154, val loss: 13836.7797, val mpjpe: 79.1693
[2025-10-12 15:46:34] Epoch: 36, train loss: 12505.0337, val loss: 13235.4088, val mpjpe: 77.7048
[2025-10-12 15:46:47] Epoch: 37, train loss: 12183.5271, val loss: 13334.9577, val mpjpe: 76.2950
[2025-10-12 15:47:01] Epoch: 38, train loss: 12160.0402, val loss: 16551.6654, val mpjpe: 87.5998
[2025-10-12 15:47:13] Epoch: 39, train loss: 12153.4264, val loss: 14430.8151, val mpjpe: 80.2351
[2025-10-12 15:47:26] Epoch: 40, train loss: 11788.5852, val loss: 12915.9286, val mpjpe: 74.1503
[2025-10-12 15:47:39] Epoch: 41, train loss: 11578.9555, val loss: 13491.3948, val mpjpe: 79.2013
[2025-10-12 15:47:52] Epoch: 42, train loss: 11113.7724, val loss: 13291.8133, val mpjpe: 76.5982
