[2026-04-09 17:52:09] 备注: 数据集=AMASS, baseline=aipose
[2026-04-09 17:52:09] mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, train loss1: 0.1774, train loss2: 0.7136, train loss3: 0.1788, train current mean joint angle error: 19.0575 deg, train current positional error: 31.3168 cm, train future mean joint angle error: 19.1405 deg, train future positional error: 31.1507 cm
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, val loss1: 0.1599, val loss2: 0.6844, val loss3: 0.1611, val current mean joint angle error: 16.7013 deg, val current positional error: 24.8445 cm, val future mean joint angle error: 16.8106 deg, val future positional error: 24.9932 cm
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, train current per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      81.4129
        1    joint_1      17.2585
        2    joint_2      17.0204
        3    joint_3      13.7884
        4    joint_4      22.6643
        5    joint_5      21.9268
        6    joint_6       9.3274
        7    joint_7      12.7531
        8    joint_8      12.6616
        9    joint_9       6.6100
       10   joint_10       2.6743
       11   joint_11       2.5972
       12   joint_12      16.0882
       13   joint_13      16.7049
       14   joint_14      17.1084
       15   joint_15      17.0635
       16   joint_16      23.0788
       17   joint_17      24.4048
       18   joint_18      30.4691
       19   joint_19      30.1727
       20   joint_20      23.8067
       21   joint_21      24.7707
       22   joint_22       5.1932
       23   joint_23       7.8249
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, train future per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      81.0109
        1    joint_1      17.5670
        2    joint_2      17.3088
        3    joint_3      13.9965
        4    joint_4      23.0387
        5    joint_5      22.4287
        6    joint_6       9.4056
        7    joint_7      12.8572
        8    joint_8      12.7677
        9    joint_9       6.6245
       10   joint_10       2.5220
       11   joint_11       2.5885
       12   joint_12      16.2223
       13   joint_13      16.7495
       14   joint_14      17.1125
       15   joint_15      17.1137
       16   joint_16      23.2010
       17   joint_17      24.3831
       18   joint_18      30.7558
       19   joint_19      30.4289
       20   joint_20      23.9374
       21   joint_21      24.9625
       22   joint_22       4.9167
       23   joint_23       7.4724
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, val current per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      67.7407
        1    joint_1      15.9164
        2    joint_2      15.7858
        3    joint_3      12.1875
        4    joint_4      20.9798
        5    joint_5      20.3013
        6    joint_6       8.5230
        7    joint_7      11.7881
        8    joint_8      11.9235
        9    joint_9       5.6740
       10   joint_10       1.4784
       11   joint_11       1.4130
       12   joint_12      15.4315
       13   joint_13      15.3586
       14   joint_14      15.3592
       15   joint_15      16.3371
       16   joint_16      19.3428
       17   joint_17      19.7994
       18   joint_18      26.1100
       19   joint_19      25.7480
       20   joint_20      22.8979
       21   joint_21      23.9677
       22   joint_22       3.1847
       23   joint_23       3.5835
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, val future per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      68.4105
        1    joint_1      16.2703
        2    joint_2      16.0818
        3    joint_3      12.3172
        4    joint_4      21.6264
        5    joint_5      20.7689
        6    joint_6       8.4522
        7    joint_7      11.9648
        8    joint_8      12.0688
        9    joint_9       5.6587
       10   joint_10       1.3293
       11   joint_11       1.3602
       12   joint_12      15.6115
       13   joint_13      15.0894
       14   joint_14      15.2533
       15   joint_15      16.3922
       16   joint_16      19.2109
       17   joint_17      19.7273
       18   joint_18      26.3594
       19   joint_19      25.8273
       20   joint_20      23.0687
       21   joint_21      24.2636
       22   joint_22       3.0117
       23   joint_23       3.3300
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, train current per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      8.8151
        2    joint_2      8.8553
        3    joint_3      7.8455
        4    joint_4     30.6939
        5    joint_5     32.5040
        6    joint_6     13.0056
        7    joint_7     42.6402
        8    joint_8     43.6883
        9    joint_9     13.9548
       10   joint_10     52.3019
       11   joint_11     53.9325
       12   joint_12     25.5859
       13   joint_13     23.6960
       14   joint_14     22.4653
       15   joint_15     26.7805
       16   joint_16     30.6522
       17   joint_17     29.2227
       18   joint_18     36.8037
       19   joint_19     37.2425
       20   joint_20     48.0828
       21   joint_21     51.4713
       22   joint_22     53.7685
       23   joint_23     57.5947
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, train future per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      8.7691
        2    joint_2      8.8031
        3    joint_3      7.7837
        4    joint_4     30.7026
        5    joint_5     32.5140
        6    joint_6     12.8648
        7    joint_7     42.3339
        8    joint_8     43.3595
        9    joint_9     13.8480
       10   joint_10     51.8594
       11   joint_11     53.5180
       12   joint_12     25.3495
       13   joint_13     23.5167
       14   joint_14     22.2314
       15   joint_15     26.6697
       16   joint_16     30.4487
       17   joint_17     28.9782
       18   joint_18     36.6275
       19   joint_19     37.0852
       20   joint_20     47.9135
       21   joint_21     51.3116
       22   joint_22     53.6572
       23   joint_23     57.4723
[2026-04-09 17:54:54] [20260409175209] Epoch: 0, val current per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      7.3359
        2    joint_2      7.2294
        3    joint_3      5.7384
        4    joint_4     22.8902
        5    joint_5     24.0173
        6    joint_6      9.4286
        7    joint_7     29.8072
        8    joint_8     30.5103
        9    joint_9     10.1846
       10   joint_10     37.3566
       11   joint_11     38.4341
       12   joint_12     18.6792
       13   joint_13     17.8110
       14   joint_14     16.8660
       15   joint_15     19.7728
       16   joint_16     24.6190
       17   joint_17     23.5866
       18   joint_18     33.2952
       19   joint_19     32.1422
       20   joint_20     44.3612
       21   joint_21     43.8250
       22   joint_22     49.7201
