[2026-04-03 17:06:49] 备注: 跨域实验, cross=cross_person, cross_idx=13
[2026-04-03 17:06:49] cross=cross_person, cross_idx=13, mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-04-03 17:20:14] [20260403170649] Epoch: 0, train loss1: 0.2423, train loss2: 0.5924, train loss3: 0.2517, train current mpjpe: 114.2090, train future mpjpe: 121.0482
[2026-04-03 17:20:14] [20260403170649] Epoch: 0, val loss1: 0.2074, val loss2: 0.5039, val loss3: 0.2228, val current mpjpe: 106.8560, val future mpjpe: 111.0538
[2026-04-03 17:20:14] [20260403170649] Epoch: 0, train current pixel pck: current_pck@5px: 0.0415, current_pck@10px: 0.0818, current_pck@20px: 0.1544, train future pixel pck: future_pck@5px: 0.0415, future_pck@10px: 0.0812, future_pck@20px: 0.1526
[2026-04-03 17:20:14] [20260403170649] Epoch: 0, val current pixel pck: current_pck@5px: 0.0451, current_pck@10px: 0.0905, current_pck@20px: 0.1688, val future pixel pck: future_pck@5px: 0.0450, future_pck@10px: 0.0890, future_pck@20px: 0.1674
[2026-04-03 17:20:14] [20260403170649] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 143.8315
        1       Neck  90.7486
        2  RShoulder  99.6306
        3     RElbow 102.2571
        4     RWrist 134.5154
        5  LShoulder  99.1780
        6     LElbow  97.0808
        7     LWrist 110.2205
        8     MidHip   8.6360
        9       RHip  26.3990
       10      RKnee  88.2935
       11     RAnkle 127.1833
       12       LHip  27.9426
       13      LKnee  89.6049
       14     LAnkle 117.3542
       15       REye 157.6070
       16       LEye 163.8468
       17       REar 162.3266
       18       LEar 144.9185
       19    LBigToe 147.9335
       20  LSmallToe 153.6882
       21      LHeel 124.1432
       22    RBigToe 152.1166
       23  RSmallToe 152.8737
       24      RHeel 132.8956
[2026-04-03 17:20:14] [20260403170649] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 151.2199
        1       Neck  93.5675
        2  RShoulder  98.7583
        3     RElbow 106.9842
        4     RWrist 147.1403
        5  LShoulder 101.6513
        6     LElbow  99.0037
        7     LWrist 119.3974
        8     MidHip   8.4748
        9       RHip  28.8634
       10      RKnee  96.1552
       11     RAnkle 136.3074
       12       LHip  31.5215
       13      LKnee  93.8804
       14     LAnkle 126.4028
       15       REye 166.2731
       16       LEye 174.7709
       17       REar 166.4998
       18       LEar 153.1291
       19    LBigToe 159.0540
       20  LSmallToe 166.4706
       21      LHeel 130.8617
       22    RBigToe 162.4501
       23  RSmallToe 164.8718
       24      RHeel 142.4961
[2026-04-03 17:20:14] [20260403170649] Epoch: 0, val current per-joint MPJPE:
