[2026-05-01 00:27:04] 备注: 不拼接当前IMU尾部序列
[2026-05-01 00:27:04] mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-05-01 00:28:10] [20260501002704] Epoch: 0, train loss1: 0.3124, train loss2: 0.6186, train loss3: 0.3301, train current mpjpe: 163.9439, train future mpjpe: 164.6849
[2026-05-01 00:28:10] [20260501002704] Epoch: 0, val loss1: 0.3084, val loss2: 0.5368, val loss3: 0.3553, val current mpjpe: 158.7240, val future mpjpe: 213.7795
[2026-05-01 00:28:10] [20260501002704] Epoch: 0, train current pixel pck: current_pck@5px: 0.0526, current_pck@10px: 0.0826, current_pck@20px: 0.1308, train future pixel pck: future_pck@5px: 0.0521, future_pck@10px: 0.0795, future_pck@20px: 0.1250
[2026-05-01 00:28:10] [20260501002704] Epoch: 0, val current pixel pck: current_pck@5px: 0.0375, current_pck@10px: 0.0677, current_pck@20px: 0.1107, val future pixel pck: future_pck@5px: 0.0629, future_pck@10px: 0.0950, future_pck@20px: 0.1442
[2026-05-01 00:28:10] [20260501002704] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 207.4216
        1       Neck 133.2165
        2  RShoulder 140.3075
        3     RElbow 130.5972
        4     RWrist 180.9057
        5  LShoulder 142.7231
        6     LElbow 115.3409
        7     LWrist 149.0514
        8     MidHip   8.6265
        9       RHip  39.2027
       10      RKnee 126.2320
       11     RAnkle 192.4427
       12       LHip  41.5478
       13      LKnee 124.7175
       14     LAnkle 184.4927
       15       REye 224.6886
       16       LEye 224.0892
       17       REar 228.4846
       18       LEar 200.8868
       19    LBigToe 224.6297
       20  LSmallToe 228.7395
       21      LHeel 190.1119
       22    RBigToe 228.0802
       23  RSmallToe 235.6444
       24      RHeel 196.4160
[2026-05-01 00:28:10] [20260501002704] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 207.2379
        1       Neck 133.4528
        2  RShoulder 136.6581
        3     RElbow 128.9448
        4     RWrist 184.4153
        5  LShoulder 139.3696
        6     LElbow 114.9910
        7     LWrist 148.3281
        8     MidHip   8.5287
        9       RHip  40.7183
       10      RKnee 124.1887
       11     RAnkle 192.2231
       12       LHip  43.7228
       13      LKnee 123.5994
       14     LAnkle 183.5501
       15       REye 229.1569
       16       LEye 224.0122
       17       REar 232.7426
       18       LEar 201.1145
       19    LBigToe 227.9820
       20  LSmallToe 234.7406
       21      LHeel 189.2702
       22    RBigToe 231.1481
       23  RSmallToe 238.5324
       24      RHeel 198.4946
[2026-05-01 00:28:10] [20260501002704] Epoch: 0, val current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 214.9092
        1       Neck 114.9616
        2  RShoulder 124.8843
        3     RElbow 120.5718
        4     RWrist 172.5254
        5  LShoulder 123.3019
        6     LElbow 104.5620
        7     LWrist 149.0354
        8     MidHip   8.8692
        9       RHip  38.5540
       10      RKnee 117.2343
       11     RAnkle 171.7945
       12       LHip  42.6271
       13      LKnee 121.2908
       14     LAnkle 168.9422
       15       REye 246.3666
       16       LEye 240.9041
       17       REar 254.9903
       18       LEar 220.1949
       19    LBigToe 209.0180
       20  LSmallToe 218.5453
