[2025-10-12 14:29:27] Epoch: 0, train loss: 407741.5640, val loss: 369766.6648, val mpjpe: 757.8091
[2025-10-12 14:29:38] Epoch: 1, train loss: 333158.4370, val loss: 278963.2861, val mpjpe: 690.3178
[2025-10-12 14:29:47] Epoch: 2, train loss: 238679.3446, val loss: 187323.1516, val mpjpe: 597.1023
[2025-10-12 14:29:57] Epoch: 3, train loss: 162811.2414, val loss: 137472.7028, val mpjpe: 505.7636
[2025-10-12 14:30:06] Epoch: 4, train loss: 133301.3994, val loss: 127379.6875, val mpjpe: 458.4854
[2025-10-12 14:30:16] Epoch: 5, train loss: 128550.6449, val loss: 126214.6070, val mpjpe: 445.1568
[2025-10-12 14:30:26] Epoch: 6, train loss: 128111.3684, val loss: 126167.8687, val mpjpe: 446.2240
[2025-10-12 14:30:35] Epoch: 7, train loss: 128111.7109, val loss: 126163.2564, val mpjpe: 446.7696
[2025-10-12 14:30:45] Epoch: 8, train loss: 128092.6311, val loss: 126162.2958, val mpjpe: 445.1018
[2025-10-12 14:30:55] Epoch: 9, train loss: 128091.6781, val loss: 126160.5822, val mpjpe: 445.3271
[2025-10-12 14:31:04] Epoch: 10, train loss: 128087.4277, val loss: 126156.7109, val mpjpe: 445.7887
[2025-10-12 14:31:14] Epoch: 11, train loss: 128087.7364, val loss: 126167.0474, val mpjpe: 444.7859
[2025-10-12 14:31:22] Epoch: 12, train loss: 128095.1099, val loss: 126176.7763, val mpjpe: 444.1970
[2025-10-12 14:31:32] Epoch: 13, train loss: 128089.9253, val loss: 126157.2793, val mpjpe: 445.6776
[2025-10-12 14:31:43] Epoch: 14, train loss: 128088.3216, val loss: 126157.7791, val mpjpe: 445.5819
[2025-10-12 14:31:52] Epoch: 15, train loss: 128087.3113, val loss: 126157.4210, val mpjpe: 445.6823
[2025-10-12 14:32:02] Epoch: 16, train loss: 128088.3859, val loss: 126156.6866, val mpjpe: 445.8454
[2025-10-12 14:32:11] Epoch: 17, train loss: 128090.5127, val loss: 126163.0707, val mpjpe: 445.0107
[2025-10-12 14:32:20] Epoch: 18, train loss: 128088.6406, val loss: 126159.0650, val mpjpe: 445.5291
[2025-10-12 14:32:30] Epoch: 19, train loss: 128086.3470, val loss: 126157.1316, val mpjpe: 445.7411
[2025-10-12 14:32:39] Epoch: 20, train loss: 128088.2022, val loss: 126156.9278, val mpjpe: 445.8131
[2025-10-12 14:32:49] Epoch: 21, train loss: 128085.9595, val loss: 126158.6688, val mpjpe: 445.6310
[2025-10-12 14:32:58] Epoch: 22, train loss: 128091.6401, val loss: 126162.1232, val mpjpe: 445.2755
[2025-10-12 14:33:07] Epoch: 23, train loss: 128085.9662, val loss: 126158.1350, val mpjpe: 445.5565
[2025-10-12 14:33:16] Epoch: 24, train loss: 128085.5193, val loss: 126156.5602, val mpjpe: 446.0057
[2025-10-12 14:33:26] Epoch: 25, train loss: 128084.8903, val loss: 126156.9683, val mpjpe: 445.9336
[2025-10-12 14:33:36] Epoch: 26, train loss: 128086.8473, val loss: 126156.3550, val mpjpe: 445.9885
[2025-10-12 14:33:45] Epoch: 27, train loss: 128085.1074, val loss: 126159.0496, val mpjpe: 445.4505
[2025-10-12 14:33:54] Epoch: 28, train loss: 128084.8926, val loss: 126156.2586, val mpjpe: 446.4812
[2025-10-12 14:34:03] Epoch: 29, train loss: 128087.2041, val loss: 126156.8375, val mpjpe: 446.0672
[2025-10-12 14:34:12] Epoch: 30, train loss: 128087.7281, val loss: 126158.6927, val mpjpe: 445.4948
[2025-10-12 14:34:21] Epoch: 31, train loss: 128085.4970, val loss: 126156.3734, val mpjpe: 446.3040
[2025-10-12 14:34:31] Epoch: 32, train loss: 128086.8359, val loss: 126156.6501, val mpjpe: 446.0315
[2025-10-12 14:34:40] Epoch: 33, train loss: 128085.0055, val loss: 126157.6203, val mpjpe: 445.6077
[2025-10-12 14:34:50] Epoch: 34, train loss: 128084.4389, val loss: 126156.2730, val mpjpe: 446.2845
[2025-10-12 14:34:59] Epoch: 35, train loss: 128086.7692, val loss: 126156.5974, val mpjpe: 445.8999
