[2025-10-12 00:58:59] Epoch: 0, train loss: 443485.9614, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:04] Epoch: 1, train loss: 443478.0181, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:09] Epoch: 2, train loss: 443478.0171, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:14] Epoch: 3, train loss: 443478.0196, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:18] Epoch: 4, train loss: 443478.0171, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:23] Epoch: 5, train loss: 443478.0165, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:28] Epoch: 6, train loss: 443478.0179, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:33] Epoch: 7, train loss: 443478.0170, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:38] Epoch: 8, train loss: 443478.0222, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:43] Epoch: 9, train loss: 443478.0198, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:49] Epoch: 10, train loss: 443478.0177, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:54] Epoch: 11, train loss: 443478.0162, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 00:59:58] Epoch: 12, train loss: 443478.0208, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:03] Epoch: 13, train loss: 443478.0194, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:08] Epoch: 14, train loss: 443478.0177, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:13] Epoch: 15, train loss: 443478.0171, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:18] Epoch: 16, train loss: 443478.0158, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:24] Epoch: 17, train loss: 443478.0203, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:29] Epoch: 18, train loss: 443478.0188, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:33] Epoch: 19, train loss: 443478.0166, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:38] Epoch: 20, train loss: 443478.0192, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:43] Epoch: 21, train loss: 443478.0167, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:48] Epoch: 22, train loss: 443478.0201, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:53] Epoch: 23, train loss: 443478.0199, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:00:58] Epoch: 24, train loss: 443478.0199, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:03] Epoch: 25, train loss: 443478.0202, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:08] Epoch: 26, train loss: 443478.0156, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:13] Epoch: 27, train loss: 443478.0227, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:18] Epoch: 28, train loss: 443478.0169, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:23] Epoch: 29, train loss: 443478.0191, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:28] Epoch: 30, train loss: 443478.0193, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:33] Epoch: 31, train loss: 443478.0170, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:37] Epoch: 32, train loss: 443478.0156, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:42] Epoch: 33, train loss: 443478.0210, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:47] Epoch: 34, train loss: 443478.0217, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:53] Epoch: 35, train loss: 443478.0150, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:01:58] Epoch: 36, train loss: 443478.0163, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:03] Epoch: 37, train loss: 443478.0176, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:08] Epoch: 38, train loss: 443478.0165, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:13] Epoch: 39, train loss: 443478.0203, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:18] Epoch: 40, train loss: 443478.0225, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:23] Epoch: 41, train loss: 443478.0208, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:28] Epoch: 42, train loss: 443478.0156, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:33] Epoch: 43, train loss: 443478.0182, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:38] Epoch: 44, train loss: 443478.0166, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:44] Epoch: 45, train loss: 443478.0198, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:49] Epoch: 46, train loss: 443478.0185, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:54] Epoch: 47, train loss: 443478.0188, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:02:59] Epoch: 48, train loss: 443478.0213, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:04] Epoch: 49, train loss: 443478.0216, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:10] Epoch: 50, train loss: 443478.0209, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:15] Epoch: 51, train loss: 443478.0195, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:20] Epoch: 52, train loss: 443478.0168, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:25] Epoch: 53, train loss: 443478.0169, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:30] Epoch: 54, train loss: 443478.0183, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:36] Epoch: 55, train loss: 443478.0196, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:41] Epoch: 56, train loss: 443478.0169, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:46] Epoch: 57, train loss: 443478.0210, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:51] Epoch: 58, train loss: 443478.0204, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:03:57] Epoch: 59, train loss: 443478.0206, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:01] Epoch: 60, train loss: 443478.0151, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:06] Epoch: 61, train loss: 443478.0178, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:12] Epoch: 62, train loss: 443478.0172, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:16] Epoch: 63, train loss: 443478.0203, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:21] Epoch: 64, train loss: 443478.0189, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:27] Epoch: 65, train loss: 443478.0199, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:33] Epoch: 66, train loss: 443478.0201, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:38] Epoch: 67, train loss: 443478.0206, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:43] Epoch: 68, train loss: 443478.0191, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:49] Epoch: 69, train loss: 443478.0202, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:04:54] Epoch: 70, train loss: 443478.0188, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:00] Epoch: 71, train loss: 443478.0157, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:05] Epoch: 72, train loss: 443478.0149, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:11] Epoch: 73, train loss: 443478.0246, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:16] Epoch: 74, train loss: 443478.0206, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:22] Epoch: 75, train loss: 443478.0180, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:28] Epoch: 76, train loss: 443478.0172, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:33] Epoch: 77, train loss: 443478.0157, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:39] Epoch: 78, train loss: 443478.0223, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:45] Epoch: 79, train loss: 443478.0201, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:50] Epoch: 80, train loss: 443478.0159, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:05:56] Epoch: 81, train loss: 443478.0198, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:06:01] Epoch: 82, train loss: 443478.0155, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:06:07] Epoch: 83, train loss: 443478.0200, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:06:12] Epoch: 84, train loss: 443478.0188, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:06:17] Epoch: 85, train loss: 443478.0187, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:06:21] Epoch: 86, train loss: 443478.0177, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:06:26] Epoch: 87, train loss: 443478.0170, val loss: 443542.9782, val mpjpe: 802.5542
[2025-10-12 01:06:30] Epoch: 88, train loss: 443478.0179, val loss: 443542.9782, val mpjpe: 802.5542
