[2026-04-03 06:03:37] 备注: 设备消融实验, exclude_device_idx = [1]
[2026-04-03 06:03:37] exclude_device_idx=[1], mask_ratio=0.25, batch_size=256, lr=0.001, epochs=300, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-04-03 06:11:19] [20260403060337] Epoch: 0, train loss1: 0.2578, train loss2: 0.5995, train loss3: 0.2665, train current mpjpe: 123.6891, train future mpjpe: 131.2569
[2026-04-03 06:11:19] [20260403060337] Epoch: 0, val loss1: 0.2130, val loss2: 0.5179, val loss3: 0.2214, val current mpjpe: 103.9234, val future mpjpe: 111.0387
[2026-04-03 06:11:19] [20260403060337] Epoch: 0, train current pixel pck: current_pck@5px: 0.0421, current_pck@10px: 0.0804, current_pck@20px: 0.1499, train future pixel pck: future_pck@5px: 0.0425, future_pck@10px: 0.0802, future_pck@20px: 0.1476
[2026-04-03 06:11:19] [20260403060337] Epoch: 0, val current pixel pck: current_pck@5px: 0.0539, current_pck@10px: 0.0993, current_pck@20px: 0.1817, val future pixel pck: future_pck@5px: 0.0536, future_pck@10px: 0.0967, future_pck@20px: 0.1765
[2026-04-03 06:11:19] [20260403060337] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 152.9877
        1       Neck 101.2719
        2  RShoulder 108.3689
        3     RElbow 112.9503
        4     RWrist 142.9940
        5  LShoulder 107.2383
        6     LElbow 104.1958
        7     LWrist 118.4450
        8     MidHip   9.4803
        9       RHip  28.0537
       10      RKnee  98.6217
       11     RAnkle 143.4833
       12       LHip  29.6565
       13      LKnee  94.5039
       14     LAnkle 127.4552
       15       REye 166.9698
       16       LEye 170.8703
       17       REar 166.7616
       18       LEar 154.2287
       19    LBigToe 162.6038
       20  LSmallToe 167.7200
       21      LHeel 134.5116
       22    RBigToe 169.3038
       23  RSmallToe 171.4902
       24      RHeel 148.0624
[2026-04-03 06:11:19] [20260403060337] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 160.9050
        1       Neck 106.3853
        2  RShoulder 108.2428
        3     RElbow 117.9694
        4     RWrist 160.0923
        5  LShoulder 112.3776
        6     LElbow 107.7595
        7     LWrist 127.5123
        8     MidHip   9.2079
        9       RHip  30.0601
       10      RKnee 103.0521
       11     RAnkle 151.4463
       12       LHip  32.8081
       13      LKnee 100.1905
       14     LAnkle 137.7865
       15       REye 174.8481
       16       LEye 185.8278
       17       REar 172.2962
       18       LEar 159.4915
       19    LBigToe 175.5961
       20  LSmallToe 182.7794
       21      LHeel 144.2707
       22    RBigToe 179.4139
       23  RSmallToe 183.7015
       24      RHeel 157.4019
