[2025-10-12 00:31:04] Epoch: 0, train loss: 394796.7057, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:31:16] Epoch: 1, train loss: 394788.7065, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:31:28] Epoch: 2, train loss: 394788.7056, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:31:40] Epoch: 3, train loss: 394788.7029, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:31:51] Epoch: 4, train loss: 394788.7079, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:32:02] Epoch: 5, train loss: 394788.7048, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:32:13] Epoch: 6, train loss: 394788.7050, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:32:25] Epoch: 7, train loss: 394788.7060, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:32:36] Epoch: 8, train loss: 394788.7031, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:32:47] Epoch: 9, train loss: 394788.7092, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:32:59] Epoch: 10, train loss: 394788.7055, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:33:10] Epoch: 11, train loss: 394788.7067, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:33:21] Epoch: 12, train loss: 394788.7028, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:33:32] Epoch: 13, train loss: 394788.7060, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:33:43] Epoch: 14, train loss: 394788.7046, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:33:55] Epoch: 15, train loss: 394788.7052, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:34:06] Epoch: 16, train loss: 394788.7029, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:34:18] Epoch: 17, train loss: 394788.7066, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:34:30] Epoch: 18, train loss: 394788.7074, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:34:41] Epoch: 19, train loss: 394788.7038, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:34:52] Epoch: 20, train loss: 394788.7062, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:35:03] Epoch: 21, train loss: 394788.7037, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:35:14] Epoch: 22, train loss: 394788.7033, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:35:24] Epoch: 23, train loss: 394788.7111, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:35:36] Epoch: 24, train loss: 394788.7047, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:35:48] Epoch: 25, train loss: 394788.7066, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:35:59] Epoch: 26, train loss: 394788.7059, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:36:10] Epoch: 27, train loss: 394788.7050, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:36:21] Epoch: 28, train loss: 394788.7055, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:36:32] Epoch: 29, train loss: 394788.7034, val loss: 395727.0567, val mpjpe: 824.5086
[2025-10-12 00:36:44] Epoch: 30, train loss: 394788.7084, val loss: 395727.0567, val mpjpe: 824.5086
