[2025-10-12 15:04:46] Epoch: 0, train loss: 315477.9206, val loss: 177139.2696, val mpjpe: 552.1599
[2025-10-12 15:05:03] Epoch: 1, train loss: 123618.6148, val loss: 105510.5371, val mpjpe: 397.9943
[2025-10-12 15:05:20] Epoch: 2, train loss: 107586.5065, val loss: 105410.5474, val mpjpe: 398.0721
[2025-10-12 15:05:37] Epoch: 3, train loss: 107573.6151, val loss: 105409.2009, val mpjpe: 398.3114
[2025-10-12 15:05:53] Epoch: 4, train loss: 107577.5311, val loss: 105413.7899, val mpjpe: 398.4243
[2025-10-12 15:06:06] Epoch: 5, train loss: 107570.0560, val loss: 105407.7762, val mpjpe: 398.4985
[2025-10-12 15:06:18] Epoch: 6, train loss: 107568.3536, val loss: 105427.9478, val mpjpe: 398.9947
[2025-10-12 15:06:30] Epoch: 7, train loss: 107569.7870, val loss: 105416.7583, val mpjpe: 398.8307
[2025-10-12 15:06:41] Epoch: 8, train loss: 107575.0359, val loss: 105410.2055, val mpjpe: 398.6312
[2025-10-12 15:06:52] Epoch: 9, train loss: 107569.3260, val loss: 105415.0826, val mpjpe: 398.6994
[2025-10-12 15:07:03] Epoch: 10, train loss: 107570.7765, val loss: 105406.7634, val mpjpe: 398.6368
[2025-10-12 15:07:14] Epoch: 11, train loss: 107569.8857, val loss: 105412.7591, val mpjpe: 398.5868
[2025-10-12 15:07:25] Epoch: 12, train loss: 107573.5593, val loss: 105421.0973, val mpjpe: 398.9292
[2025-10-12 15:07:36] Epoch: 13, train loss: 107572.7022, val loss: 105421.7569, val mpjpe: 398.7703
[2025-10-12 15:07:48] Epoch: 14, train loss: 107569.1745, val loss: 105408.0439, val mpjpe: 398.7099
[2025-10-12 15:07:59] Epoch: 15, train loss: 107570.2074, val loss: 105419.9226, val mpjpe: 399.0109
[2025-10-12 15:08:09] Epoch: 16, train loss: 107573.0130, val loss: 105416.9322, val mpjpe: 398.9711
[2025-10-12 15:08:20] Epoch: 17, train loss: 107574.7255, val loss: 105435.1619, val mpjpe: 399.0264
[2025-10-12 15:08:31] Epoch: 18, train loss: 107581.0380, val loss: 105408.7973, val mpjpe: 398.2144
[2025-10-12 15:08:43] Epoch: 19, train loss: 107575.0335, val loss: 105465.6644, val mpjpe: 399.4485
