[2026-04-08 11:30:15] 备注: 数据集, baseline=dynaip_like_recon
[2026-04-08 11:30:15] baseline=dynaip_like_recon, resnet_verson=resnet18, mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, hidden_dim=128, num_layers=2, nhead=4, dropout=0.1, use_len=4, compute_len=1, predict_len=1, stride_len=1, input_channels=204, train_ratio=0.8, need_normalize=True
[2026-04-08 11:30:32] [20260408113015] Epoch: 0, train loss: 0.2622, train mean joint angle error: 30.7626 deg, train positional error: 27.8497 cm
[2026-04-08 11:30:32] [20260408113015] Epoch: 0, val loss: 0.1525, val mean joint angle error: 18.5895 deg, val positional error: 19.6622 cm
[2026-04-08 11:30:32] [20260408113015] Epoch: 0, train per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      38.2564
        1    joint_1      35.5991
        2    joint_2      33.1783
        3    joint_3      22.5499
        4    joint_4      34.6968
        5    joint_5      35.4024
        6    joint_6      21.5093
        7    joint_7      23.3800
        8    joint_8      29.1785
        9    joint_9      20.6746
       10   joint_10      21.8800
       11   joint_11      31.0627
       12   joint_12      24.8809
       13   joint_13      35.1522
       14   joint_14      29.0724
       15   joint_15      24.2305
       16   joint_16      44.2603
       17   joint_17      47.5010
       18   joint_18      43.7400
       19   joint_19      47.3243
       20   joint_20      25.2574
       21   joint_21      29.8365
       22   joint_22      20.3843
       23   joint_23      19.2957
[2026-04-08 11:30:32] [20260408113015] Epoch: 0, val per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      31.6274
        1    joint_1      25.3896
        2    joint_2      25.0183
        3    joint_3      12.0393
        4    joint_4      25.2129
        5    joint_5      27.1429
        6    joint_6       7.0684
        7    joint_7      12.8668
        8    joint_8      13.9568
        9    joint_9       4.2834
       10   joint_10       7.3676
       11   joint_11      11.3724
       12   joint_12      12.5187
       13   joint_13      20.6183
       14   joint_14      17.6494
       15   joint_15      10.0705
       16   joint_16      34.0900
       17   joint_17      33.1485
       18   joint_18      37.9868
       19   joint_19      37.7692
       20   joint_20      15.1163
       21   joint_21      16.5429
       22   joint_22       3.9890
       23   joint_23       3.3032
[2026-04-08 11:30:32] [20260408113015] Epoch: 0, train per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      4.6296
        2    joint_2      4.6711
        3    joint_3      3.8270
        4    joint_4     23.8973
        5    joint_5     22.9573
        6    joint_6      8.0562
        7    joint_7     40.2990
        8    joint_8     34.8949
        9    joint_9      9.6084
       10   joint_10     43.1657
       11   joint_11     37.1044
       12   joint_12     18.1771
       13   joint_13     15.4494
       14   joint_14     15.4479
       15   joint_15     20.7778
       16   joint_16     20.2490
       17   joint_17     20.5648
       18   joint_18     35.5794
       19   joint_19     36.8863
       20   joint_20     57.4059
       21   joint_21     59.9943
       22   joint_22     65.9286
       23   joint_23     68.8208
[2026-04-08 11:30:32] [20260408113015] Epoch: 0, val per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      3.6601
        2    joint_2      3.2847
        3    joint_3      2.2125
        4    joint_4     18.1356
        5    joint_5     17.5096
        6    joint_6      3.7252
        7    joint_7     21.8332
        8    joint_8     20.2315
        9    joint_9      4.8411
       10   joint_10     23.7677
       11   joint_11     23.4178
       12   joint_12      8.9514
       13   joint_13      8.7028
       14   joint_14      8.7854
       15   joint_15     11.0787
       16   joint_16     13.4151
       17   joint_17     13.3041
       18   joint_18     27.6361
       19   joint_19     27.8258
       20   joint_20     47.0784
       21   joint_21     49.8352
       22   joint_22     54.3709
       23   joint_23     58.2907
[2026-04-08 11:30:44] [20260408113015] Epoch: 1, train loss: 0.1624, train mean joint angle error: 19.4735 deg, train positional error: 20.1351 cm
