[2026-05-01 00:02:46] 备注: 输入当前姿态输出未来姿态
[2026-05-01 00:02:46] mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=True, alpha=1, beta=0, gamma=1
[2026-05-01 00:04:28] [20260501000246] Epoch: 0, train loss1: 0.3006, train loss2: 0.8486, train loss3: 0.3804, train current mpjpe: 161.1621, train future mpjpe: 187.9112
[2026-05-01 00:04:28] [20260501000246] Epoch: 0, val loss1: 0.2357, val loss2: 0.8488, val loss3: 0.2544, val current mpjpe: 138.4121, val future mpjpe: 151.7472
[2026-05-01 00:04:28] [20260501000246] Epoch: 0, train current pixel pck: current_pck@5px: 0.0563, current_pck@10px: 0.0877, current_pck@20px: 0.1357, train future pixel pck: future_pck@5px: 0.0246, future_pck@10px: 0.0499, future_pck@20px: 0.0976
[2026-05-01 00:04:28] [20260501000246] Epoch: 0, val current pixel pck: current_pck@5px: 0.0578, current_pck@10px: 0.0946, current_pck@20px: 0.1520, val future pixel pck: future_pck@5px: 0.0532, future_pck@10px: 0.0842, future_pck@20px: 0.1399
[2026-05-01 00:04:28] [20260501000246] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 202.3528
        1       Neck 131.9645
        2  RShoulder 139.3293
        3     RElbow 130.5254
        4     RWrist 178.7158
        5  LShoulder 141.8836
        6     LElbow 113.1323
        7     LWrist 145.4870
        8     MidHip   7.0747
        9       RHip  37.1351
       10      RKnee 124.1939
       11     RAnkle 189.1851
       12       LHip  39.7531
       13      LKnee 122.3941
       14     LAnkle 181.9079
       15       REye 219.3006
       16       LEye 220.2780
       17       REar 221.7010
       18       LEar 198.3209
       19    LBigToe 219.6138
       20  LSmallToe 225.0512
       21      LHeel 189.2821
       22    RBigToe 223.8402
       23  RSmallToe 232.9004
       24      RHeel 193.7307
[2026-05-01 00:04:28] [20260501000246] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 230.6601
        1       Neck 162.8819
        2  RShoulder 166.4449
        3     RElbow 166.9655
        4     RWrist 208.8829
        5  LShoulder 170.2271
        6     LElbow 150.3033
        7     LWrist 166.4318
        8     MidHip  21.7033
        9       RHip  48.6972
       10      RKnee 151.0985
       11     RAnkle 217.6319
       12       LHip  52.1170
       13      LKnee 146.3423
       14     LAnkle 209.3066
       15       REye 249.2806
       16       LEye 247.7248
       17       REar 250.7581
       18       LEar 229.8258
       19    LBigToe 249.4581
       20  LSmallToe 251.1115
       21      LHeel 216.0677
       22    RBigToe 253.2067
       23  RSmallToe 256.2348
       24      RHeel 224.4167
[2026-05-01 00:04:28] [20260501000246] Epoch: 0, val current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 177.2081
        1       Neck 100.0918
        2  RShoulder 105.6527
        3     RElbow 113.9588
        4     RWrist 158.4281
        5  LShoulder 106.0167
        6     LElbow 101.4925
        7     LWrist 135.7400
        8     MidHip   4.0258
        9       RHip  31.8956
       10      RKnee 109.7272
       11     RAnkle 152.0461
       12       LHip  34.7109
       13      LKnee 105.4687
       14     LAnkle 151.8921
       15       REye 202.4954
       16       LEye 203.2505
       17       REar 201.5741
       18       LEar 183.8340
       19    LBigToe 187.0389
       20  LSmallToe 195.2866
       21      LHeel 158.4033
       22    RBigToe 186.2568
       23  RSmallToe 195.5616
       24      RHeel 158.2461
[2026-05-01 00:04:28] [20260501000246] Epoch: 0, val future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 192.4251
        1       Neck  89.6506
        2  RShoulder 123.2904
        3     RElbow 215.9610
        4     RWrist 178.8850
        5  LShoulder  92.5472
        6     LElbow 117.9840
        7     LWrist 149.7939
        8     MidHip   4.3411
        9       RHip  35.2129
       10      RKnee 107.8477
       11     RAnkle 154.0153
       12       LHip  38.6074
       13      LKnee 114.8227
       14     LAnkle 143.0535
       15       REye 202.8182
       16       LEye 227.2928
       17       REar 201.5454
       18       LEar 179.0408
       19    LBigToe 203.5126
       20  LSmallToe 209.1145
       21      LHeel 187.9286
       22    RBigToe 213.1866
       23  RSmallToe 219.0885
       24      RHeel 191.7149
