Comment: sota, cross person, val_person_id = 15
Params: hidden_dim = 128, num_layers = 2, dropout = 0.3, window_size = 250, stride = 25, batch_size = 512, mask_ratio = 0.15 lr = 0.001, weight_decay = 0.0001, num_epochs = 150 alpha = 10, beta = 0.001, gamma = 1 
Train y1 count: Counter({1: 8349, 20: 6430, 7: 6113, 30: 5840, 0: 5135, 6: 4828, 5: 4800, 8: 4670, 22: 4378, 25: 4203, 27: 3461, 11: 3108, 13: 2893, 17: 2864, 9: 2652, 3: 2542, 19: 2408, 14: 2310, 4: 2270, 16: 2154, 2: 2116, 23: 2058, 26: 1944, 18: 1938, 10: 1838, 24: 1773, 12: 1726, 21: 1648, 15: 1630, 28: 1590, 29: 1144, 31: 1024, 32: 400, 33: 91})
Train y2 count: Counter({1: 8144, 20: 6305, 7: 6048, 30: 5850, 0: 5185, 6: 5018, 5: 4980, 8: 4670, 22: 4433, 25: 4408, 27: 3446, 11: 3048, 13: 3008, 17: 2804, 3: 2582, 9: 2457, 4: 2370, 19: 2348, 14: 2290, 2: 2176, 16: 2154, 23: 2093, 26: 1904, 10: 1873, 24: 1848, 18: 1728, 12: 1706, 28: 1650, 21: 1643, 15: 1510, 31: 1074, 29: 1069, 32: 400, 33: 106})
Val y1 count: Counter({1: 708, 7: 542, 20: 402, 25: 392, 5: 384, 8: 378, 6: 355, 2: 328, 30: 292, 13: 284, 22: 265, 0: 256, 17: 212, 27: 190, 11: 156, 16: 154, 15: 154, 3: 142, 24: 138, 10: 126, 12: 120, 9: 118, 26: 118, 31: 114, 4: 108, 21: 107, 14: 96, 23: 94, 18: 92, 32: 75, 33: 71, 29: 68, 28: 48, 19: 44})
Val y2 count: Counter({1: 708, 7: 542, 20: 402, 6: 390, 5: 384, 25: 372, 8: 358, 2: 328, 30: 312, 0: 296, 22: 285, 13: 284, 17: 212, 27: 210, 11: 156, 15: 154, 3: 142, 26: 138, 16: 134, 24: 123, 21: 122, 12: 120, 31: 114, 10: 111, 4: 108, 9: 103, 23: 94, 32: 90, 33: 86, 14: 76, 29: 53, 18: 52, 19: 44, 28: 28})
y1 class weights: tensor([ 0.2490,  0.1531,  0.6042,  0.5029,  0.5632,  0.2663,  0.2648,  0.2091,
         0.2738,  0.4821,  0.6956,  0.4113,  0.7407,  0.4419,  0.5534,  0.7843,
         0.5935,  0.4464,  0.6597,  0.5309,  0.1988,  0.7757,  0.2920,  0.6212,
         0.7211,  0.3042,  0.6576,  0.3694,  0.8040,  1.1175,  0.2189,  1.2485,
         3.1961, 14.0487])
y2 class weights: tensor([ 0.2612,  0.1663,  0.6223,  0.5245,  0.5714,  0.2719,  0.2699,  0.2239,
         0.2900,  0.5511,  0.7230,  0.4443,  0.7938,  0.4502,  0.5913,  0.8968,
         0.6287,  0.4829,  0.7837,  0.5767,  0.2148,  0.8242,  0.3055,  0.6470,
         0.7328,  0.3072,  0.7112,  0.3930,  0.8207,  1.2668,  0.2315,  1.2609,
         3.3854, 12.7752])
y1 + y2 class weights: tensor([ 0.2555,  0.1599,  0.6144,  0.5147,  0.5683,  0.2696,  0.2678,  0.2169,
         0.2823,  0.5162,  0.7106,  0.4284,  0.7684,  0.4469,  0.5733,  0.8398,
         0.6121,  0.4653,  0.7193,  0.5545,  0.2071,  0.8013,  0.2993,  0.6353,
         0.7283,  0.3063,  0.6853,  0.3818,  0.8139,  1.1917,  0.2256,  1.2570,
         3.2964, 13.3864])
Epoch: 0, train loss: 26.6455, train loss1: 2.2449, train loss2: 771.9051, train loss3: 3.4244, train acc1: 0.3485, train acc2: 0.0588
Epoch: 0, val loss: 783.4101, val loss1: 1.6904, val loss2: 778.3368, val loss3: 3.3829, val acc1: 0.4775, val acc2: 0.0415
Epoch: 1, train loss: 18.0498, train loss1: 1.3900, train loss2: 772.0607, train loss3: 3.3773, train acc1: 0.5709, train acc2: 0.0707
Epoch: 1, val loss: 783.0519, val loss1: 1.3120, val loss2: 778.4034, val loss3: 3.3365, val acc1: 0.5855, val acc2: 0.0993
Epoch: 2, train loss: 14.5657, train loss1: 1.0433, train loss2: 772.0977, train loss3: 3.3610, train acc1: 0.6785, train acc2: 0.0768
Epoch: 2, val loss: 782.9383, val loss1: 1.1743, val loss2: 778.4158, val loss3: 3.3482, val acc1: 0.6312, val acc2: 0.0993
Epoch: 3, train loss: 12.6107, train loss1: 0.8482, train loss2: 772.1261, train loss3: 3.3566, train acc1: 0.7370, train acc2: 0.0769
Epoch: 3, val loss: 782.9120, val loss1: 1.0996, val loss2: 778.4645, val loss3: 3.3479, val acc1: 0.6449, val acc2: 0.0993
Epoch: 4, train loss: 11.2634, train loss1: 0.7137, train loss2: 772.1097, train loss3: 3.3548, train acc1: 0.7785, train acc2: 0.0778
Epoch: 4, val loss: 782.7658, val loss1: 0.9952, val loss2: 778.4185, val loss3: 3.3520, val acc1: 0.6798, val acc2: 0.0993
Epoch: 5, train loss: 10.4024, train loss1: 0.6276, train loss2: 772.0701, train loss3: 3.3540, train acc1: 0.8021, train acc2: 0.0777
Epoch: 5, val loss: 782.7403, val loss1: 0.9911, val loss2: 778.3993, val loss3: 3.3499, val acc1: 0.6871, val acc2: 0.0993
Epoch: 6, train loss: 9.7125, train loss1: 0.5587, train loss2: 772.0344, train loss3: 3.3530, train acc1: 0.8228, train acc2: 0.0783
Epoch: 6, val loss: 782.6336, val loss1: 0.9235, val loss2: 778.3589, val loss3: 3.3512, val acc1: 0.7061, val acc2: 0.0993
Epoch: 7, train loss: 9.1760, train loss1: 0.5051, train loss2: 771.9975, train loss3: 3.3533, train acc1: 0.8377, train acc2: 0.0784
Epoch: 7, val loss: 782.6246, val loss1: 0.9558, val loss2: 778.3161, val loss3: 3.3527, val acc1: 0.7085, val acc2: 0.0993
Epoch: 8, train loss: 8.7918, train loss1: 0.4667, train loss2: 771.9716, train loss3: 3.3529, train acc1: 0.8497, train acc2: 0.0780
Epoch: 8, val loss: 782.6155, val loss1: 0.9411, val loss2: 778.3208, val loss3: 3.3537, val acc1: 0.7090, val acc2: 0.0993
Epoch: 9, train loss: 8.4841, train loss1: 0.4359, train loss2: 771.9638, train loss3: 3.3528, train acc1: 0.8596, train acc2: 0.0778
Epoch: 9, val loss: 782.5312, val loss1: 0.8809, val loss2: 778.3035, val loss3: 3.3468, val acc1: 0.7265, val acc2: 0.0993
Epoch: 10, train loss: 8.1237, train loss1: 0.3999, train loss2: 771.9472, train loss3: 3.3525, train acc1: 0.8689, train acc2: 0.0784
Epoch: 10, val loss: 782.6267, val loss1: 0.9776, val loss2: 778.2988, val loss3: 3.3502, val acc1: 0.7076, val acc2: 0.0993
Epoch: 11, train loss: 7.9258, train loss1: 0.3802, train loss2: 771.9201, train loss3: 3.3518, train acc1: 0.8757, train acc2: 0.0788
