Comment: sota
Params: hidden_dim = 128, num_layers = 2, dropout = 0.3, window_size = 250, stride = 25, batch_size = 512, mask_ratio = 0.15 lr = 0.001, weight_decay = 0.0001, num_epochs = 800 alpha = 10, beta = 0.001, gamma = 1 
Epoch: 0, train loss: 27.9339, train loss1: 2.3726, train loss2: 775.1203, train loss3: 3.4332, train acc1: 0.3142, train acc2: 0.0669
Epoch: 0, val loss: 766.4087, val loss1: 1.7472, val loss2: 761.2571, val loss3: 3.4045, val acc1: 0.4626, val acc2: 0.0784
Epoch: 1, train loss: 19.6919, train loss1: 1.5537, train loss2: 775.1917, train loss3: 3.3800, train acc1: 0.5202, train acc2: 0.0724
Epoch: 1, val loss: 766.0209, val loss1: 1.3371, val loss2: 761.3242, val loss3: 3.3596, val acc1: 0.5869, val acc2: 0.0784
Epoch: 2, train loss: 16.7389, train loss1: 1.2603, train loss2: 775.2330, train loss3: 3.3603, train acc1: 0.6093, train acc2: 0.0767
Epoch: 2, val loss: 765.8491, val loss1: 1.1668, val loss2: 761.3273, val loss3: 3.3549, val acc1: 0.6369, val acc2: 0.0784
Epoch: 3, train loss: 14.8004, train loss1: 1.0669, train loss2: 775.2043, train loss3: 3.3563, train acc1: 0.6677, train acc2: 0.0783
Epoch: 3, val loss: 765.6710, val loss1: 1.0029, val loss2: 761.3152, val loss3: 3.3529, val acc1: 0.6858, val acc2: 0.0784
Epoch: 4, train loss: 13.1060, train loss1: 0.8976, train loss2: 775.1816, train loss3: 3.3553, train acc1: 0.7193, train acc2: 0.0781
Epoch: 4, val loss: 765.4593, val loss1: 0.8340, val loss2: 761.2742, val loss3: 3.3511, val acc1: 0.7361, val acc2: 0.0784
Epoch: 5, train loss: 11.7176, train loss1: 0.7589, train loss2: 775.1567, train loss3: 3.3534, train acc1: 0.7625, train acc2: 0.0784
Epoch: 5, val loss: 765.3546, val loss1: 0.7414, val loss2: 761.2611, val loss3: 3.3520, val acc1: 0.7658, val acc2: 0.0784
Epoch: 6, train loss: 10.9651, train loss1: 0.6837, train loss2: 775.1413, train loss3: 3.3528, train acc1: 0.7853, train acc2: 0.0798
Epoch: 6, val loss: 765.2744, val loss1: 0.6809, val loss2: 761.2436, val loss3: 3.3499, val acc1: 0.7827, val acc2: 0.0784
Epoch: 7, train loss: 10.2677, train loss1: 0.6139, train loss2: 775.1298, train loss3: 3.3530, train acc1: 0.8059, train acc2: 0.0796
Epoch: 7, val loss: 765.2206, val loss1: 0.6439, val loss2: 761.2252, val loss3: 3.3515, val acc1: 0.7926, val acc2: 0.0784
Epoch: 8, train loss: 9.8266, train loss1: 0.5699, train loss2: 775.1166, train loss3: 3.3524, train acc1: 0.8188, train acc2: 0.0798
Epoch: 8, val loss: 765.1547, val loss1: 0.5958, val loss2: 761.2085, val loss3: 3.3504, val acc1: 0.8073, val acc2: 0.0784
Epoch: 9, train loss: 9.4139, train loss1: 0.5287, train loss2: 775.0971, train loss3: 3.3520, train acc1: 0.8306, train acc2: 0.0803
Epoch: 9, val loss: 765.1133, val loss1: 0.5701, val loss2: 761.1931, val loss3: 3.3501, val acc1: 0.8166, val acc2: 0.0784
Epoch: 10, train loss: 9.0214, train loss1: 0.4895, train loss2: 775.0710, train loss3: 3.3517, train acc1: 0.8428, train acc2: 0.0805
Epoch: 10, val loss: 765.0630, val loss1: 0.5411, val loss2: 761.1716, val loss3: 3.3503, val acc1: 0.8224, val acc2: 0.0784
Epoch: 11, train loss: 8.8670, train loss1: 0.4740, train loss2: 775.0579, train loss3: 3.3520, train acc1: 0.8452, train acc2: 0.0806
Epoch: 11, val loss: 765.0508, val loss1: 0.5312, val loss2: 761.1703, val loss3: 3.3493, val acc1: 0.8273, val acc2: 0.0784
Epoch: 12, train loss: 8.4373, train loss1: 0.4311, train loss2: 775.0410, train loss3: 3.3517, train acc1: 0.8592, train acc2: 0.0807
Epoch: 12, val loss: 765.0064, val loss1: 0.5243, val loss2: 761.1316, val loss3: 3.3504, val acc1: 0.8331, val acc2: 0.0784
Epoch: 13, train loss: 8.2384, train loss1: 0.4112, train loss2: 775.0087, train loss3: 3.3514, train acc1: 0.8657, train acc2: 0.0804
Epoch: 13, val loss: 764.9484, val loss1: 0.4850, val loss2: 761.1124, val loss3: 3.3510, val acc1: 0.8433, val acc2: 0.0784
Epoch: 14, train loss: 8.0673, train loss1: 0.3941, train loss2: 774.9862, train loss3: 3.3515, train acc1: 0.8701, train acc2: 0.0806
Epoch: 14, val loss: 764.9037, val loss1: 0.4806, val loss2: 761.0724, val loss3: 3.3506, val acc1: 0.8457, val acc2: 0.0784
Epoch: 15, train loss: 7.7712, train loss1: 0.3645, train loss2: 774.9494, train loss3: 3.3511, train acc1: 0.8802, train acc2: 0.0813
Epoch: 15, val loss: 764.8666, val loss1: 0.4759, val loss2: 761.0412, val loss3: 3.3496, val acc1: 0.8487, val acc2: 0.0784
Epoch: 16, train loss: 7.7720, train loss1: 0.3647, train loss2: 774.9868, train loss3: 3.3505, train acc1: 0.8793, train acc2: 0.0806
Epoch: 16, val loss: 764.9267, val loss1: 0.4609, val loss2: 761.1157, val loss3: 3.3500, val acc1: 0.8524, val acc2: 0.0784
Epoch: 17, train loss: 7.4199, train loss1: 0.3294, train loss2: 775.0143, train loss3: 3.3507, train acc1: 0.8913, train acc2: 0.0813
Epoch: 17, val loss: 764.9241, val loss1: 0.4634, val loss2: 761.1106, val loss3: 3.3501, val acc1: 0.8523, val acc2: 0.0784
Epoch: 18, train loss: 7.4648, train loss1: 0.3340, train loss2: 774.9925, train loss3: 3.3501, train acc1: 0.8889, train acc2: 0.0810
Epoch: 18, val loss: 764.8838, val loss1: 0.4394, val loss2: 761.0936, val loss3: 3.3508, val acc1: 0.8572, val acc2: 0.0784
