[2026-04-03 07:31:22] 备注: 设备消融实验, exclude_device_idx = (1, 3)
[2026-04-03 07:31:22] exclude_device_idx=(1, 3), mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-04-03 07:45:07] [20260403073122] Epoch: 0, train loss1: 0.2691, train loss2: 0.6038, train loss3: 0.2785, train current mpjpe: 125.3853, train future mpjpe: 132.2227
[2026-04-03 07:45:07] [20260403073122] Epoch: 0, val loss1: 0.2398, val loss2: 0.5100, val loss3: 0.2493, val current mpjpe: 112.4107, val future mpjpe: 118.9148
[2026-04-03 07:45:07] [20260403073122] Epoch: 0, train current pixel pck: current_pck@5px: 0.0348, current_pck@10px: 0.0717, current_pck@20px: 0.1391, train future pixel pck: future_pck@5px: 0.0353, future_pck@10px: 0.0721, future_pck@20px: 0.1382
[2026-04-03 07:45:07] [20260403073122] Epoch: 0, val current pixel pck: current_pck@5px: 0.0403, current_pck@10px: 0.0819, current_pck@20px: 0.1561, val future pixel pck: future_pck@5px: 0.0421, future_pck@10px: 0.0839, future_pck@20px: 0.1571
[2026-04-03 07:45:07] [20260403073122] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 154.5343
        1       Neck 101.7324
        2  RShoulder 107.9445
        3     RElbow 112.2783
        4     RWrist 142.2433
        5  LShoulder 110.7640
        6     LElbow 105.3433
        7     LWrist 120.1189
        8     MidHip  10.9629
        9       RHip  29.2698
       10      RKnee  98.0107
       11     RAnkle 141.2288
       12       LHip  30.6568
       13      LKnee  99.3223
       14     LAnkle 127.8662
       15       REye 173.1689
       16       LEye 174.1614
       17       REar 182.3399
       18       LEar 158.6904
       19    LBigToe 165.4264
       20  LSmallToe 169.7593
       21      LHeel 133.8319
       22    RBigToe 168.4638
       23  RSmallToe 170.7798
       24      RHeel 145.7349
[2026-04-03 07:45:07] [20260403073122] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 162.1792
        1       Neck 106.2634
        2  RShoulder 108.8502
        3     RElbow 114.9126
        4     RWrist 157.9405
        5  LShoulder 113.5689
        6     LElbow 105.7411
        7     LWrist 128.6009
        8     MidHip  10.3332
        9       RHip  30.7830
       10      RKnee 104.0756
       11     RAnkle 149.2547
       12       LHip  33.7289
       13      LKnee 102.2780
       14     LAnkle 137.5798
       15       REye 181.3883
       16       LEye 183.0821
       17       REar 186.1467
       18       LEar 164.0888
       19    LBigToe 176.9746
       20  LSmallToe 181.3584
       21      LHeel 142.3236
       22    RBigToe 183.7212
       23  RSmallToe 185.2468
       24      RHeel 155.1478
[2026-04-03 07:45:07] [20260403073122] Epoch: 0, val current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 144.9154
        1       Neck  89.5821
        2  RShoulder  93.3700
        3     RElbow  91.9761
        4     RWrist 124.7702
        5  LShoulder  94.5570
        6     LElbow  87.4925
        7     LWrist 109.1054
        8     MidHip   6.9581
        9       RHip  25.0895
       10      RKnee  85.4592
       11     RAnkle 126.7269
       12       LHip  27.4340
       13      LKnee  88.8151
       14     LAnkle 116.3694
       15       REye 161.4775
       16       LEye 161.3554
       17       REar 168.4360
       18       LEar 144.9246
       19    LBigToe 152.4547
       20  LSmallToe 155.0655
       21      LHeel 122.7705
       22    RBigToe 149.2116
       23  RSmallToe 150.1403
       24      RHeel 131.8093
[2026-04-03 07:45:07] [20260403073122] Epoch: 0, val future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 154.0254
        1       Neck  90.2014
        2  RShoulder  95.2224
        3     RElbow  98.6076
        4     RWrist 139.1744
        5  LShoulder  97.8546
        6     LElbow  90.1041
        7     LWrist 117.1167
        8     MidHip   6.2478
        9       RHip  27.5087
       10      RKnee  92.2496
       11     RAnkle 135.8513
       12       LHip  30.2392
       13      LKnee  91.7084
       14     LAnkle 127.2524
       15       REye 167.2088
       16       LEye 169.8192
       17       REar 169.6705
       18       LEar 150.2718
       19    LBigToe 162.7864
       20  LSmallToe 166.1261
       21      LHeel 132.8049
       22    RBigToe 162.0139
       23  RSmallToe 160.0709
       24      RHeel 138.7344
[2026-04-03 07:54:17] [20260403073122] Epoch: 1, train loss1: 0.2140, train loss2: 0.4949, train loss3: 0.2250, train current mpjpe: 105.8343, train future mpjpe: 112.3555
[2026-04-03 07:54:17] [20260403073122] Epoch: 1, val loss1: 0.2044, val loss2: 0.4674, val loss3: 0.2151, val current mpjpe: 106.1849, val future mpjpe: 112.1725
[2026-04-03 07:54:17] [20260403073122] Epoch: 1, train current pixel pck: current_pck@5px: 0.0478, current_pck@10px: 0.0912, current_pck@20px: 0.1682, train future pixel pck: future_pck@5px: 0.0479, future_pck@10px: 0.0908, future_pck@20px: 0.1666
[2026-04-03 07:54:17] [20260403073122] Epoch: 1, val current pixel pck: current_pck@5px: 0.0507, current_pck@10px: 0.0969, current_pck@20px: 0.1755, val future pixel pck: future_pck@5px: 0.0531, future_pck@10px: 0.0981, future_pck@20px: 0.1764
[2026-04-03 07:54:17] [20260403073122] Epoch: 1, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 141.3208
        1       Neck  84.3500
        2  RShoulder  87.9093
        3     RElbow  85.7247
        4     RWrist 121.7762
        5  LShoulder  89.2872
        6     LElbow  80.0345
        7     LWrist 106.0936
        8     MidHip   4.9805
        9       RHip  23.0958
       10      RKnee  80.4421
       11     RAnkle 117.4172
       12       LHip  24.6360
       13      LKnee  80.9253
       14     LAnkle 108.4445
       15       REye 153.7302
       16       LEye 158.9805
       17       REar 160.2013
       18       LEar 132.8889
       19    LBigToe 142.1789
       20  LSmallToe 144.3961
       21      LHeel 117.2902
       22    RBigToe 138.2537
       23  RSmallToe 139.0944
       24      RHeel 122.4054
[2026-04-03 07:54:17] [20260403073122] Epoch: 1, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 149.9592
        1       Neck  86.0903
        2  RShoulder  90.4922
        3     RElbow  92.6707
        4     RWrist 136.5314
        5  LShoulder  92.7465
        6     LElbow  84.6926
        7     LWrist 114.8889
        8     MidHip   4.9904
        9       RHip  25.5353
       10      RKnee  86.1587
       11     RAnkle 126.3734
       12       LHip  28.0428
       13      LKnee  85.7026
       14     LAnkle 119.7239
       15       REye 160.7790
       16       LEye 167.8444
       17       REar 162.0870
       18       LEar 138.9588
       19    LBigToe 151.3036
       20  LSmallToe 154.1151
       21      LHeel 126.8681
       22    RBigToe 145.6920
       23  RSmallToe 147.1107
       24      RHeel 129.5298
[2026-04-03 07:54:17] [20260403073122] Epoch: 1, val current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 146.8733
        1       Neck  83.9266
        2  RShoulder  87.1743
        3     RElbow  83.9109
        4     RWrist 120.9043
        5  LShoulder  88.8577
        6     LElbow  78.6099
        7     LWrist 103.7526
        8     MidHip   5.5106
        9       RHip  23.1461
       10      RKnee  80.6842
       11     RAnkle 116.5529
       12       LHip  24.8219
       13      LKnee  81.6861
       14     LAnkle 109.2317
       15       REye 156.8718
       16       LEye 160.3250
       17       REar 159.6781
       18       LEar 129.1605
       19    LBigToe 143.0021
       20  LSmallToe 144.2126
       21      LHeel 117.5963
       22    RBigToe 143.5146
       23  RSmallToe 141.1339
       24      RHeel 123.4844
[2026-04-03 07:54:17] [20260403073122] Epoch: 1, val future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 155.1397
        1       Neck  84.3466
        2  RShoulder  89.6567
        3     RElbow  91.2536
        4     RWrist 136.2184
        5  LShoulder  91.3467
        6     LElbow  83.6678
        7     LWrist 113.7097
        8     MidHip   5.2042
        9       RHip  25.9421
       10      RKnee  87.5483
       11     RAnkle 124.8523
       12       LHip  28.7422
       13      LKnee  87.1473
       14     LAnkle 119.5012
       15       REye 164.0253
       16       LEye 169.7399
       17       REar 160.4808
       18       LEar 134.7665
       19    LBigToe 151.8146
       20  LSmallToe 154.1904
       21      LHeel 128.2103
       22    RBigToe 142.9918
       23  RSmallToe 143.6434
       24      RHeel 130.1730
