[2026-04-04 12:38:51] 备注: 设备消融实验, exclude_device_idx = (4,)
[2026-04-04 12:38:51] exclude_device_idx=(4,), mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-04-04 12:54:24] [20260404123851] Epoch: 0, train loss1: 0.2512, train loss2: 0.6014, train loss3: 0.2599, train current mpjpe: 117.8397, train future mpjpe: 125.0826
[2026-04-04 12:54:24] [20260404123851] Epoch: 0, val loss1: 0.2119, val loss2: 0.5213, val loss3: 0.2202, val current mpjpe: 105.6781, val future mpjpe: 112.3209
[2026-04-04 12:54:24] [20260404123851] Epoch: 0, train current pixel pck: current_pck@5px: 0.0388, current_pck@10px: 0.0773, current_pck@20px: 0.1463, train future pixel pck: future_pck@5px: 0.0390, future_pck@10px: 0.0771, future_pck@20px: 0.1449
[2026-04-04 12:54:24] [20260404123851] Epoch: 0, val current pixel pck: current_pck@5px: 0.0453, current_pck@10px: 0.0888, current_pck@20px: 0.1682, val future pixel pck: future_pck@5px: 0.0474, future_pck@10px: 0.0904, future_pck@20px: 0.1668
[2026-04-04 12:54:24] [20260404123851] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 148.8708
        1       Neck  94.9813
        2  RShoulder 101.3057
        3     RElbow 104.2453
        4     RWrist 136.3709
        5  LShoulder 104.3478
        6     LElbow 101.5352
        7     LWrist 114.7063
        8     MidHip   9.5855
        9       RHip  27.8020
       10      RKnee  89.7240
       11     RAnkle 133.4061
       12       LHip  29.4790
       13      LKnee  90.2785
       14     LAnkle 121.1650
       15       REye 160.8990
       16       LEye 167.2091
       17       REar 164.2768
       18       LEar 147.3068
       19    LBigToe 155.4885
       20  LSmallToe 160.6641
       21      LHeel 127.6376
       22    RBigToe 158.9448
       23  RSmallToe 159.4115
       24      RHeel 136.3509
[2026-04-04 12:54:24] [20260404123851] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 154.9558
        1       Neck  97.2044
        2  RShoulder 101.9287
        3     RElbow 112.4447
        4     RWrist 150.9971
        5  LShoulder 105.5501
        6     LElbow 104.4696
        7     LWrist 124.3007
        8     MidHip   9.4577
        9       RHip  29.8599
       10      RKnee  97.1298
       11     RAnkle 142.6752
       12       LHip  32.4497
       13      LKnee  96.1587
       14     LAnkle 127.8977
       15       REye 171.2727
       16       LEye 177.2968
       17       REar 170.7194
       18       LEar 152.0905
       19    LBigToe 167.6594
       20  LSmallToe 174.9196
       21      LHeel 134.0725
       22    RBigToe 171.3639
       23  RSmallToe 174.3854
       24      RHeel 145.8045
[2026-04-04 12:54:24] [20260404123851] Epoch: 0, val current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 141.3619
        1       Neck  84.2333
        2  RShoulder  88.5003
        3     RElbow  88.7002
        4     RWrist 125.0528
        5  LShoulder  92.1686
        6     LElbow  85.6167
        7     LWrist 103.2393
        8     MidHip   6.2291
        9       RHip  23.7766
       10      RKnee  78.7119
       11     RAnkle 116.3463
       12       LHip  25.3843
       13      LKnee  82.0503
       14     LAnkle 113.9180
       15       REye 146.1194
       16       LEye 154.3142
       17       REar 148.5303
       18       LEar 131.9423
       19    LBigToe 141.4263
       20  LSmallToe 145.7746
       21      LHeel 119.8272
       22    RBigToe 138.7125
       23  RSmallToe 139.6493
       24      RHeel 120.3660
[2026-04-04 12:54:24] [20260404123851] Epoch: 0, val future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 147.1074
        1       Neck  88.7596
        2  RShoulder  91.9719
        3     RElbow  95.1023
        4     RWrist 139.4193
        5  LShoulder  94.1416
        6     LElbow  87.9999
        7     LWrist 113.5574
        8     MidHip   6.3266
        9       RHip  26.0776
       10      RKnee  85.7044
       11     RAnkle 125.4602
       12       LHip  28.2375
       13      LKnee  85.7513
       14     LAnkle 122.8705
       15       REye 154.5030
       16       LEye 168.5224
       17       REar 150.8149
       18       LEar 139.0836
       19    LBigToe 150.2440
       20  LSmallToe 155.2533
       21      LHeel 126.5699
       22    RBigToe 147.3863
       23  RSmallToe 148.7427
       24      RHeel 128.4155
[2026-04-04 13:02:37] [20260404123851] Epoch: 1, train loss1: 0.1998, train loss2: 0.5087, train loss3: 0.2090, train current mpjpe: 100.2040, train future mpjpe: 106.4961
[2026-04-04 13:02:37] [20260404123851] Epoch: 1, val loss1: 0.1919, val loss2: 0.4813, val loss3: 0.2014, val current mpjpe: 99.0259, val future mpjpe: 102.5558
[2026-04-04 13:02:37] [20260404123851] Epoch: 1, train current pixel pck: current_pck@5px: 0.0516, current_pck@10px: 0.0972, current_pck@20px: 0.1788, train future pixel pck: future_pck@5px: 0.0523, future_pck@10px: 0.0977, future_pck@20px: 0.1781
[2026-04-04 13:02:37] [20260404123851] Epoch: 1, val current pixel pck: current_pck@5px: 0.0554, current_pck@10px: 0.1030, current_pck@20px: 0.1876, val future pixel pck: future_pck@5px: 0.0566, future_pck@10px: 0.1028, future_pck@20px: 0.1859
[2026-04-04 13:02:37] [20260404123851] Epoch: 1, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 136.2495
        1       Neck  77.1329
        2  RShoulder  81.6774
        3     RElbow  84.3710
        4     RWrist 121.1412
        5  LShoulder  83.9373
        6     LElbow  79.0733
        7     LWrist 101.9239
        8     MidHip   4.5976
        9       RHip  22.0733
       10      RKnee  76.6380
       11     RAnkle 111.6514
       12       LHip  23.9289
       13      LKnee  76.5299
       14     LAnkle 105.6380
       15       REye 141.4661
       16       LEye 151.0657
       17       REar 145.0812
       18       LEar 122.9034
       19    LBigToe 131.8780
       20  LSmallToe 135.9697
       21      LHeel 112.7313
       22    RBigToe 131.3558
       23  RSmallToe 130.3599
       24      RHeel 115.7246
[2026-04-04 13:02:37] [20260404123851] Epoch: 1, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 143.0162
        1       Neck  80.4044
        2  RShoulder  84.7189
        3     RElbow  90.9161
        4     RWrist 134.5193
        5  LShoulder  86.7669
        6     LElbow  83.3552
        7     LWrist 111.1650
        8     MidHip   4.7596
        9       RHip  24.6401
       10      RKnee  83.0278
       11     RAnkle 119.1557
       12       LHip  27.3021
       13      LKnee  82.0224
       14     LAnkle 114.4517
       15       REye 150.6589
       16       LEye 163.3236
       17       REar 147.8218
       18       LEar 127.9326
       19    LBigToe 140.4613
       20  LSmallToe 145.0707
       21      LHeel 120.4477
       22    RBigToe 136.6518
       23  RSmallToe 138.1683
       24      RHeel 121.6440
[2026-04-04 13:02:37] [20260404123851] Epoch: 1, val current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 138.3792
        1       Neck  78.7352
        2  RShoulder  82.6792
        3     RElbow  82.8739
        4     RWrist 122.4677
        5  LShoulder  84.5220
        6     LElbow  76.5943
        7     LWrist  97.1413
        8     MidHip   4.7104
        9       RHip  21.1370
       10      RKnee  74.0719
       11     RAnkle 109.2063
       12       LHip  22.6809
       13      LKnee  75.6547
       14     LAnkle 105.3754
       15       REye 137.1202
       16       LEye 150.6853
       17       REar 137.6524
       18       LEar 123.3131
       19    LBigToe 133.5814
       20  LSmallToe 136.2703
       21      LHeel 111.6659
       22    RBigToe 127.7952
       23  RSmallToe 125.8241
       24      RHeel 115.5105
[2026-04-04 13:02:37] [20260404123851] Epoch: 1, val future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 140.7070
        1       Neck  78.0416
        2  RShoulder  82.0045
        3     RElbow  89.6353
        4     RWrist 133.6817
        5  LShoulder  83.4948
        6     LElbow  79.0259
        7     LWrist 105.6688
        8     MidHip   4.3717
        9       RHip  23.5916
       10      RKnee  80.1272
       11     RAnkle 114.5972
       12       LHip  26.1744
       13      LKnee  79.7356
       14     LAnkle 111.0797
       15       REye 141.1564
       16       LEye 159.5159
       17       REar 141.7872
       18       LEar 124.5463
       19    LBigToe 135.8572
       20  LSmallToe 139.0516
       21      LHeel 116.0052
       22    RBigToe 127.5584
       23  RSmallToe 131.2351
       24      RHeel 115.2455
[2026-04-04 13:09:09] [20260404123851] Epoch: 2, train loss1: 0.1873, train loss2: 0.4784, train loss3: 0.1974, train current mpjpe: 95.7306, train future mpjpe: 101.7454
[2026-04-04 13:09:09] [20260404123851] Epoch: 2, val loss1: 0.1866, val loss2: 0.4606, val loss3: 0.1972, val current mpjpe: 95.6963, val future mpjpe: 100.9146
[2026-04-04 13:09:09] [20260404123851] Epoch: 2, train current pixel pck: current_pck@5px: 0.0595, current_pck@10px: 0.1082, current_pck@20px: 0.1961, train future pixel pck: future_pck@5px: 0.0598, future_pck@10px: 0.1076, future_pck@20px: 0.1934
[2026-04-04 13:09:09] [20260404123851] Epoch: 2, val current pixel pck: current_pck@5px: 0.0629, current_pck@10px: 0.1132, current_pck@20px: 0.2062, val future pixel pck: future_pck@5px: 0.0656, future_pck@10px: 0.1148, future_pck@20px: 0.2055
[2026-04-04 13:09:09] [20260404123851] Epoch: 2, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 130.3096
        1       Neck  73.8717
        2  RShoulder  78.1358
        3     RElbow  80.2125
        4     RWrist 116.7903
        5  LShoulder  79.4645
        6     LElbow  74.8476
        7     LWrist  98.0894
        8     MidHip   3.8292
        9       RHip  20.5727
       10      RKnee  74.1776
       11     RAnkle 107.0151
       12       LHip  22.3737
       13      LKnee  73.5199
       14     LAnkle  99.4726
       15       REye 135.4223
       16       LEye 147.0788
       17       REar 135.9497
       18       LEar 115.8705
       19    LBigToe 127.4676
