[2026-04-03 06:03:59] 备注: 设备消融实验, exclude_device_idx = [4]
[2026-04-03 06:03:59] exclude_device_idx=[4], mask_ratio=0.25, batch_size=256, lr=0.001, epochs=300, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-04-03 06:11:45] [20260403060359] Epoch: 0, train loss1: 0.2543, train loss2: 0.6017, train loss3: 0.2636, train current mpjpe: 118.6741, train future mpjpe: 125.6020
[2026-04-03 06:11:45] [20260403060359] Epoch: 0, val loss1: 0.2133, val loss2: 0.5262, val loss3: 0.2237, val current mpjpe: 106.5142, val future mpjpe: 111.9297
[2026-04-03 06:11:45] [20260403060359] Epoch: 0, train current pixel pck: current_pck@5px: 0.0373, current_pck@10px: 0.0751, current_pck@20px: 0.1436, train future pixel pck: future_pck@5px: 0.0376, future_pck@10px: 0.0746, future_pck@20px: 0.1417
[2026-04-03 06:11:45] [20260403060359] Epoch: 0, val current pixel pck: current_pck@5px: 0.0443, current_pck@10px: 0.0873, current_pck@20px: 0.1661, val future pixel pck: future_pck@5px: 0.0437, future_pck@10px: 0.0868, future_pck@20px: 0.1629
[2026-04-03 06:11:45] [20260403060359] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 148.6468
        1       Neck  96.6159
        2  RShoulder 101.9040
        3     RElbow 106.5912
        4     RWrist 137.1835
        5  LShoulder 103.8768
        6     LElbow  99.6225
        7     LWrist 114.2171
        8     MidHip   9.5244
        9       RHip  27.8016
       10      RKnee  92.7485
       11     RAnkle 135.0080
       12       LHip  29.6519
       13      LKnee  92.4086
       14     LAnkle 120.9867
       15       REye 164.4897
       16       LEye 167.2532
       17       REar 167.6049
       18       LEar 149.7210
       19    LBigToe 155.0843
       20  LSmallToe 161.5639
       21      LHeel 127.1294
       22    RBigToe 159.7009
       23  RSmallToe 160.0815
       24      RHeel 137.4352
[2026-04-03 06:11:45] [20260403060359] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 156.5747
        1       Neck 100.1023
        2  RShoulder 102.1594
        3     RElbow 110.7263
        4     RWrist 149.2925
        5  LShoulder 108.6068
        6     LElbow 103.5043
        7     LWrist 122.9920
        8     MidHip   9.4140
        9       RHip  30.1508
       10      RKnee  99.3055
       11     RAnkle 141.9443
       12       LHip  32.9806
       13      LKnee  96.6857
       14     LAnkle 128.8562
       15       REye 172.9727
       16       LEye 177.3219
       17       REar 173.8072
       18       LEar 154.6322
       19    LBigToe 166.3657
       20  LSmallToe 173.1857
       21      LHeel 136.2703
       22    RBigToe 170.3158
       23  RSmallToe 173.6008
       24      RHeel 148.2821
