[2026-04-05 00:15:13] 备注: 标准化消融实验, need_normalize=False
[2026-04-05 00:15:13] mask_ratio=0.25, batch_size=512, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=False, alpha=1, beta=1, gamma=1
[2026-04-05 00:23:16] [20260405001513] Epoch: 0, train loss1: 0.3293, train loss2: 8.2972, train loss3: 0.3364, train current mpjpe: 135.3656, train future mpjpe: 142.3292
[2026-04-05 00:23:16] [20260405001513] Epoch: 0, val loss1: 0.2809, val loss2: 8.2191, val loss3: 0.2929, val current mpjpe: 131.4402, val future mpjpe: 137.2402
[2026-04-05 00:23:16] [20260405001513] Epoch: 0, train current pixel pck: current_pck@5px: 0.0318, current_pck@10px: 0.0607, current_pck@20px: 0.1126, train future pixel pck: future_pck@5px: 0.0324, future_pck@10px: 0.0609, future_pck@20px: 0.1114
[2026-04-05 00:23:16] [20260405001513] Epoch: 0, val current pixel pck: current_pck@5px: 0.0399, current_pck@10px: 0.0769, current_pck@20px: 0.1397, val future pixel pck: future_pck@5px: 0.0400, future_pck@10px: 0.0765, future_pck@20px: 0.1371
[2026-04-05 00:23:16] [20260405001513] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 163.8986
        1       Neck 107.1099
        2  RShoulder 113.1444
        3     RElbow 117.0832
        4     RWrist 153.5859
        5  LShoulder 120.5933
        6     LElbow 113.8602
        7     LWrist 132.3275
        8     MidHip  10.3248
        9       RHip  31.6343
       10      RKnee 109.9747
       11     RAnkle 150.4305
       12       LHip  33.8828
       13      LKnee 109.7210
       14     LAnkle 138.7310
       15       REye 186.4155
       16       LEye 180.1130
       17       REar 204.6923
       18       LEar 171.5872
       19    LBigToe 181.8102
       20  LSmallToe 184.7994
       21      LHeel 144.4676
       22    RBigToe 183.6429
       23  RSmallToe 183.9120
       24      RHeel 156.3973
[2026-04-05 00:23:16] [20260405001513] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 168.7193
        1       Neck 110.4737
        2  RShoulder 113.6962
        3     RElbow 122.4433
        4     RWrist 168.1430
        5  LShoulder 120.5752
        6     LElbow 116.3442
        7     LWrist 138.6532
        8     MidHip  10.2963
        9       RHip  33.7132
       10      RKnee 116.0759
       11     RAnkle 161.5612
       12       LHip  36.8001
       13      LKnee 115.2271
       14     LAnkle 146.5009
       15       REye 195.8491
       16       LEye 189.4783
       17       REar 211.7619
       18       LEar 173.7687
       19    LBigToe 193.1892
       20  LSmallToe 199.1225
       21      LHeel 153.8399
       22    RBigToe 196.3348
       23  RSmallToe 198.4563
       24      RHeel 167.2062
[2026-04-05 00:23:16] [20260405001513] Epoch: 0, val current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 158.5674
        1       Neck 110.2783
        2  RShoulder 116.0100
        3     RElbow 106.3716
        4     RWrist 146.9824
        5  LShoulder 116.7062
        6     LElbow  98.1866
        7     LWrist 124.9707
        8     MidHip   6.8675
        9       RHip  27.6707
       10      RKnee 106.6111
       11     RAnkle 151.9723
       12       LHip  29.7513
       13      LKnee 106.0823
       14     LAnkle 142.8225
       15       REye 177.1192
       16       LEye 175.7403
       17       REar 195.1948
       18       LEar 146.5163
       19    LBigToe 180.7980
       20  LSmallToe 187.1242
       21      LHeel 145.9569
       22    RBigToe 185.7479
       23  RSmallToe 186.0949
       24      RHeel 155.8606
[2026-04-05 00:23:16] [20260405001513] Epoch: 0, val future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 163.6661
        1       Neck 109.9987
        2  RShoulder 113.1477
        3     RElbow 110.1505
        4     RWrist 158.2660
        5  LShoulder 115.9941
        6     LElbow  99.4254
        7     LWrist 133.3127
        8     MidHip   6.2815
        9       RHip  29.4222
       10      RKnee 112.8974
       11     RAnkle 162.1809
       12       LHip  32.2704
       13      LKnee 108.0827
       14     LAnkle 149.2110
       15       REye 183.8890
       16       LEye 181.9929
       17       REar 205.7912
       18       LEar 148.8575
       19    LBigToe 191.7973
       20  LSmallToe 198.8795
       21      LHeel 154.3362
       22    RBigToe 196.9959
       23  RSmallToe 199.6632
       24      RHeel 164.4941
