[2025-10-12 00:46:35] Epoch: 0, train loss: 381429.5491, val loss: 316149.9201, val mpjpe: 717.6243
[2025-10-12 00:46:38] Epoch: 1, train loss: 268081.4511, val loss: 221561.1317, val mpjpe: 631.4881
[2025-10-12 00:46:41] Epoch: 2, train loss: 191751.5830, val loss: 159019.1039, val mpjpe: 548.4357
[2025-10-12 00:46:43] Epoch: 3, train loss: 129653.1669, val loss: 112487.4092, val mpjpe: 447.0964
[2025-10-12 00:46:46] Epoch: 4, train loss: 107964.5343, val loss: 103586.2179, val mpjpe: 410.6636
[2025-10-12 00:46:49] Epoch: 5, train loss: 100877.4781, val loss: 97559.4456, val mpjpe: 387.9431
[2025-10-12 00:46:52] Epoch: 6, train loss: 97701.2402, val loss: 95669.9579, val mpjpe: 376.9536
[2025-10-12 00:46:55] Epoch: 7, train loss: 96415.5566, val loss: 94816.1465, val mpjpe: 371.9019
[2025-10-12 00:46:57] Epoch: 8, train loss: 95720.7886, val loss: 94213.7374, val mpjpe: 368.8501
[2025-10-12 00:47:00] Epoch: 9, train loss: 95256.3663, val loss: 93836.8467, val mpjpe: 367.3829
[2025-10-12 00:47:03] Epoch: 10, train loss: 95157.0761, val loss: 93841.7142, val mpjpe: 369.9302
[2025-10-12 00:47:06] Epoch: 11, train loss: 94915.8904, val loss: 93687.2369, val mpjpe: 370.1401
[2025-10-12 00:47:09] Epoch: 12, train loss: 94894.2030, val loss: 93210.5717, val mpjpe: 367.2339
[2025-10-12 00:47:11] Epoch: 13, train loss: 94332.6124, val loss: 93300.9949, val mpjpe: 369.4191
[2025-10-12 00:47:14] Epoch: 14, train loss: 94095.3397, val loss: 92739.5388, val mpjpe: 367.0878
[2025-10-12 00:47:17] Epoch: 15, train loss: 93626.9317, val loss: 91988.9007, val mpjpe: 365.4314
[2025-10-12 00:47:20] Epoch: 16, train loss: 92802.8725, val loss: 91151.1276, val mpjpe: 363.0945
[2025-10-12 00:47:22] Epoch: 17, train loss: 91993.3814, val loss: 90408.5831, val mpjpe: 360.8079
[2025-10-12 00:47:25] Epoch: 18, train loss: 91245.0627, val loss: 89715.4777, val mpjpe: 359.6668
[2025-10-12 00:47:28] Epoch: 19, train loss: 90553.3822, val loss: 119334.0307, val mpjpe: 404.2675
[2025-10-12 00:47:31] Epoch: 20, train loss: 90094.2603, val loss: 87983.6887, val mpjpe: 356.4479
[2025-10-12 00:47:34] Epoch: 21, train loss: 88540.4963, val loss: 86795.9056, val mpjpe: 352.9556
[2025-10-12 00:47:37] Epoch: 22, train loss: 87415.1584, val loss: 85252.4164, val mpjpe: 350.9752
[2025-10-12 00:47:40] Epoch: 23, train loss: 85465.6029, val loss: 83272.9676, val mpjpe: 346.1374
[2025-10-12 00:47:43] Epoch: 24, train loss: 83310.8167, val loss: 81294.5398, val mpjpe: 340.6263
[2025-10-12 00:47:46] Epoch: 25, train loss: 81606.2630, val loss: 78951.1369, val mpjpe: 336.9198
[2025-10-12 00:47:49] Epoch: 26, train loss: 78481.3084, val loss: 75713.7441, val mpjpe: 323.4104
[2025-10-12 00:47:52] Epoch: 27, train loss: 75038.2272, val loss: 72079.4170, val mpjpe: 313.2123
[2025-10-12 00:47:55] Epoch: 28, train loss: 71894.6599, val loss: 69957.9209, val mpjpe: 306.6763
[2025-10-12 00:47:57] Epoch: 29, train loss: 69746.1245, val loss: 67537.8691, val mpjpe: 297.5386
[2025-10-12 00:48:00] Epoch: 30, train loss: 67775.9318, val loss: 65363.0497, val mpjpe: 289.8502
[2025-10-12 00:48:03] Epoch: 31, train loss: 65121.5246, val loss: 62571.5161, val mpjpe: 278.0093
[2025-10-12 00:48:06] Epoch: 32, train loss: 63078.2263, val loss: 60430.1932, val mpjpe: 269.9242
[2025-10-12 00:48:08] Epoch: 33, train loss: 61634.6349, val loss: 59529.8313, val mpjpe: 263.6320
[2025-10-12 00:48:11] Epoch: 34, train loss: 59985.3288, val loss: 58550.9952, val mpjpe: 259.6889
[2025-10-12 00:48:14] Epoch: 35, train loss: 58728.5506, val loss: 56661.4065, val mpjpe: 251.4190
