[2026-04-08 11:30:24] 备注: 数据集, baseline=imuposer_like_recon
[2026-04-08 11:30:24] baseline=imuposer_like_recon, resnet_verson=resnet18, mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, hidden_dim=128, num_layers=2, nhead=4, dropout=0.1, use_len=4, compute_len=1, predict_len=1, stride_len=1, input_channels=204, train_ratio=0.8, need_normalize=True
[2026-04-08 11:30:36] [20260408113024] Epoch: 0, train loss: 0.2622, train mean joint angle error: 30.9324 deg, train positional error: 28.8990 cm
[2026-04-08 11:30:36] [20260408113024] Epoch: 0, val loss: 0.1598, val mean joint angle error: 19.6766 deg, val positional error: 22.1787 cm
[2026-04-08 11:30:36] [20260408113024] Epoch: 0, train per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      36.5727
        1    joint_1      38.2257
        2    joint_2      36.1388
        3    joint_3      28.1617
        4    joint_4      34.2323
        5    joint_5      37.5391
        6    joint_6      22.6810
        7    joint_7      22.3737
        8    joint_8      25.2487
        9    joint_9      18.1633
       10   joint_10      20.1687
       11   joint_11      26.1417
       12   joint_12      23.0949
       13   joint_13      31.8959
       14   joint_14      26.9225
       15   joint_15      21.2225
       16   joint_16      56.1261
       17   joint_17      48.9277
       18   joint_18      44.9758
       19   joint_19      49.1635
       20   joint_20      27.8568
       21   joint_21      27.6981
       22   joint_22      19.1458
       23   joint_23      19.7001
[2026-04-08 11:30:36] [20260408113024] Epoch: 0, val per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      32.4030
        1    joint_1      25.1887
        2    joint_2      26.6409
        3    joint_3      11.9505
        4    joint_4      26.0401
        5    joint_5      29.6557
        6    joint_6       5.4184
        7    joint_7      13.1182
        8    joint_8      12.6853
        9    joint_9       4.7594
       10   joint_10       7.4510
       11   joint_11      11.9542
       12   joint_12      11.8293
       13   joint_13      22.3157
       14   joint_14      18.6289
       15   joint_15      10.9317
       16   joint_16      45.1357
       17   joint_17      40.0372
       18   joint_18      38.8787
       19   joint_19      39.0094
       20   joint_20      15.1927
       21   joint_21      17.7976
       22   joint_22       2.6724
       23   joint_23       2.5441
[2026-04-08 11:30:36] [20260408113024] Epoch: 0, train per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      4.3879
        2    joint_2      4.4559
        3    joint_3      3.4515
        4    joint_4     22.9937
        5    joint_5     24.8174
        6    joint_6      7.4486
        7    joint_7     34.8341
        8    joint_8     38.6812
        9    joint_9      9.1304
       10   joint_10     38.4801
       11   joint_11     42.8685
       12   joint_12     18.1080
       13   joint_13     15.7070
       14   joint_14     15.2823
       15   joint_15     20.9823
       16   joint_16     20.9822
       17   joint_17     20.5219
       18   joint_18     40.8446
       19   joint_19     37.2209
       20   joint_20     65.7753
       21   joint_21     61.4043
       22   joint_22     75.0954
       23   joint_23     70.1013
[2026-04-08 11:30:36] [20260408113024] Epoch: 0, val per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      3.7122
        2    joint_2      3.3507
        3    joint_3      2.4657
        4    joint_4     18.8144
        5    joint_5     20.0832
        6    joint_6      3.4866
        7    joint_7     22.3121
        8    joint_8     27.2298
        9    joint_9      3.9869
       10   joint_10     24.2155
       11   joint_11     30.6669
       12   joint_12      7.4812
       13   joint_13      7.2670
       14   joint_14      7.8383
       15   joint_15      8.4355
       16   joint_16     12.2628
       17   joint_17     12.6490
       18   joint_18     34.1874
       19   joint_19     30.4238
       20   joint_20     61.6129
       21   joint_21     54.5552
       22   joint_22     71.4762
       23   joint_23     63.7752
[2026-04-08 11:30:43] [20260408113024] Epoch: 1, train loss: 0.1634, train mean joint angle error: 19.7671 deg, train positional error: 21.1570 cm
[2026-04-08 11:30:43] [20260408113024] Epoch: 1, val loss: 0.1459, val mean joint angle error: 17.7410 deg, val positional error: 18.8117 cm
[2026-04-08 11:30:43] [20260408113024] Epoch: 1, train per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      31.3054
        1    joint_1      25.7548
        2    joint_2      25.6216
        3    joint_3      13.1451
        4    joint_4      25.8310
        5    joint_5      27.4940
        6    joint_6       7.5188
        7    joint_7      13.4800
        8    joint_8      13.6492
        9    joint_9       6.7947
       10   joint_10       8.5707
       11   joint_11      11.9792
       12   joint_12      13.0125
       13   joint_13      21.5353
       14   joint_14      20.4454
       15   joint_15      11.6267
       16   joint_16      38.3838
       17   joint_17      34.9493
       18   joint_18      38.3066
       19   joint_19      38.7272
       20   joint_20      16.7203
       21   joint_21      17.2108
       22   joint_22       6.2312
       23   joint_23       6.1165
[2026-04-08 11:30:43] [20260408113024] Epoch: 1, val per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      31.8990
        1    joint_1      24.7529
        2    joint_2      24.3372
        3    joint_3      11.7492
        4    joint_4      25.8259
        5    joint_5      27.2601
        6    joint_6       5.4805
        7    joint_7      12.4494
        8    joint_8      11.9020
        9    joint_9       3.8124
       10   joint_10       6.0968
       11   joint_11      10.3169
       12   joint_12      11.5367
       13   joint_13      20.2214
       14   joint_14      18.3624
       15   joint_15       9.8403
       16   joint_16      30.9742
       17   joint_17      28.3057
       18   joint_18      37.6751
       19   joint_19      37.6305
       20   joint_20      15.2351
       21   joint_21      15.8661
       22   joint_22       2.3513
       23   joint_23       1.9024
[2026-04-08 11:30:43] [20260408113024] Epoch: 1, train per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      3.6250
        2    joint_2      3.4886
        3    joint_3      2.3722
        4    joint_4     18.1670
        5    joint_5     18.9026
        6    joint_6      4.3588
        7    joint_7     23.4532
        8    joint_8     24.2705
        9    joint_9      5.5490
       10   joint_10     24.9856
       11   joint_11     26.6678
       12   joint_12     10.2639
       13   joint_13      9.4497
       14   joint_14      9.6269
       15   joint_15     12.1341
       16   joint_16     14.0045
       17   joint_17     14.2006
       18   joint_18     29.6660
       19   joint_19     29.2888
       20   joint_20     51.7387
       21   joint_21     51.5702
       22   joint_22     60.0754
       23   joint_23     59.9082
[2026-04-08 11:30:43] [20260408113024] Epoch: 1, val per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      3.5534
        2    joint_2      3.4292
        3    joint_3      2.2140
        4    joint_4     18.1451
        5    joint_5     19.1175
        6    joint_6      3.4203
        7    joint_7     20.8239
        8    joint_8     21.5804
        9    joint_9      4.1404
       10   joint_10     22.5316
       11   joint_11     23.9806
       12   joint_12      7.1173
       13   joint_13      7.3701
       14   joint_14      7.6155
       15   joint_15      8.4805
       16   joint_16     12.2635
       17   joint_17     12.3878
       18   joint_18     26.9563
       19   joint_19     25.3067
       20   joint_20     47.4149
       21   joint_21     45.4754
       22   joint_22     55.1683
       23   joint_23     52.9871
[2026-04-08 11:30:51] [20260408113024] Epoch: 2, train loss: 0.1538, train mean joint angle error: 18.4536 deg, train positional error: 18.8579 cm
