[2026-05-03 18:39:30] 备注: 数据集=AMASS, baseline=aipose
[2026-05-03 18:39:30] mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, need_normalize=True, alpha=1, beta=1, gamma=1
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, train loss1: 0.1778, train loss2: 0.7136, train loss3: 0.1792, train current mean joint angle error: 19.0984 deg, train current positional error: 31.4033 cm, train future mean joint angle error: 19.1929 deg, train future positional error: 31.2548 cm
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, val loss1: 0.1615, val loss2: 0.6843, val loss3: 0.1632, val current mean joint angle error: 16.8895 deg, val current positional error: 24.6145 cm, val future mean joint angle error: 17.0529 deg, val future positional error: 24.7061 cm
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, train current per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      81.6023
        1    joint_1      17.2379
        2    joint_2      16.9872
        3    joint_3      13.7704
        4    joint_4      22.6686
        5    joint_5      21.9136
        6    joint_6       9.3141
        7    joint_7      12.7765
        8    joint_8      12.6800
        9    joint_9       6.6145
       10   joint_10       2.7199
       11   joint_11       2.6365
       12   joint_12      16.0869
       13   joint_13      16.7879
       14   joint_14      17.1878
       15   joint_15      17.0626
       16   joint_16      23.0932
       17   joint_17      24.4281
       18   joint_18      30.5054
       19   joint_19      30.2553
       20   joint_20      23.7994
       21   joint_21      24.7745
       22   joint_22       5.3589
       23   joint_23       8.1009
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, train future per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      81.0999
        1    joint_1      17.5449
        2    joint_2      17.2609
        3    joint_3      13.9811
        4    joint_4      23.0421
        5    joint_5      22.4163
        6    joint_6       9.4073
        7    joint_7      12.8821
        8    joint_8      12.7901
        9    joint_9       6.6369
       10   joint_10       2.5914
       11   joint_11       2.6234
       12   joint_12      16.2217
       13   joint_13      16.8449
       14   joint_14      17.1890
       15   joint_15      17.1130
       16   joint_16      23.2918
       17   joint_17      24.4555
       18   joint_18      30.8395
       19   joint_19      30.5389
       20   joint_20      23.9407
       21   joint_21      24.9787
       22   joint_22       5.1328
       23   joint_23       7.8075
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, val current per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      68.4891
        1    joint_1      15.9576
        2    joint_2      15.7496
        3    joint_3      12.2131
        4    joint_4      20.9307
        5    joint_5      20.1736
        6    joint_6       8.5125
        7    joint_7      11.8170
        8    joint_8      12.0496
        9    joint_9       5.7041
       10   joint_10       1.6355
       11   joint_11       1.5626
       12   joint_12      15.4569
       13   joint_13      15.2596
       14   joint_14      15.4590
       15   joint_15      16.2527
       16   joint_16      19.2142
       17   joint_17      20.0720
       18   joint_18      26.2054
       19   joint_19      26.0827
       20   joint_20      22.8800
       21   joint_21      23.9354
       22   joint_22       3.5937
       23   joint_23       6.1423
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, val future per-joint angle error (deg):
 joint_id joint_name  ang_err_deg
        0    joint_0      69.3421
        1    joint_1      16.2600
        2    joint_2      15.9946
        3    joint_3      12.3016
        4    joint_4      21.5367
        5    joint_5      20.5899
        6    joint_6       8.4129
        7    joint_7      11.9636
        8    joint_8      12.0704
        9    joint_9       5.6916
       10   joint_10       1.4887
       11   joint_11       1.5241
       12   joint_12      15.6347
       13   joint_13      15.2378
       14   joint_14      15.4653
       15   joint_15      16.3589
       16   joint_16      19.2845
       17   joint_17      20.1521
       18   joint_18      26.7915
       19   joint_19      26.4190
       20   joint_20      23.0726
       21   joint_21      24.2405
       22   joint_22       3.2826
       23   joint_23       6.1538
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, train current per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      8.8499
        2    joint_2      8.8717
        3    joint_3      7.8603
        4    joint_4     30.7849
        5    joint_5     32.5227
        6    joint_6     13.0491
        7    joint_7     42.8400
        8    joint_8     43.7932
        9    joint_9     14.0228
       10   joint_10     52.4823
       11   joint_11     54.0039
       12   joint_12     25.7130
       13   joint_13     23.8004
       14   joint_14     22.5689
       15   joint_15     26.9568
       16   joint_16     30.7637
       17   joint_17     29.3535
       18   joint_18     36.8399
       19   joint_19     37.3560
       20   joint_20     48.1084
       21   joint_21     51.6090
       22   joint_22     53.7871
       23   joint_23     57.7409
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, train future per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      8.7852
        2    joint_2      8.8266
        3    joint_3      7.8058
        4    joint_4     30.7782
        5    joint_5     32.6067
        6    joint_6     12.9238
        7    joint_7     42.5291
        8    joint_8     43.5881
        9    joint_9     13.9288
       10   joint_10     52.0527
       11   joint_11     53.7420
       12   joint_12     25.4917
       13   joint_13     23.6524
       14   joint_14     22.3210
       15   joint_15     26.8427
       16   joint_16     30.5903
       17   joint_17     29.0659
       18   joint_18     36.6824
       19   joint_19     37.1561
       20   joint_20     47.9776
       21   joint_21     51.4348
       22   joint_22     53.7188
       23   joint_23     57.6138
[2026-05-03 18:56:46] [20260503183930] Epoch: 0, val current per-joint positional error (cm):
 joint_id joint_name  pos_err_cm
        0    joint_0      0.0000
        1    joint_1      7.4298
        2    joint_2      7.2543
