[2025-10-12 14:29:14] Epoch: 0, train loss: 407687.4763, val loss: 369748.5845, val mpjpe: 757.5953
[2025-10-12 14:29:23] Epoch: 1, train loss: 333039.3903, val loss: 278925.1795, val mpjpe: 690.0734
[2025-10-12 14:29:32] Epoch: 2, train loss: 238281.9499, val loss: 187818.6744, val mpjpe: 597.5180
[2025-10-12 14:29:41] Epoch: 3, train loss: 162371.6427, val loss: 137095.6077, val mpjpe: 504.6079
[2025-10-12 14:29:50] Epoch: 4, train loss: 132964.6859, val loss: 127334.0177, val mpjpe: 454.6111
[2025-10-12 14:29:59] Epoch: 5, train loss: 128456.2955, val loss: 126265.0727, val mpjpe: 446.9035
[2025-10-12 14:30:09] Epoch: 6, train loss: 128071.0416, val loss: 126282.1044, val mpjpe: 443.2701
[2025-10-12 14:30:18] Epoch: 7, train loss: 128069.0448, val loss: 126284.5413, val mpjpe: 443.1848
[2025-10-12 14:30:28] Epoch: 8, train loss: 128072.5546, val loss: 126262.0389, val mpjpe: 444.4518
[2025-10-12 14:30:37] Epoch: 9, train loss: 128067.0291, val loss: 126252.9248, val mpjpe: 445.1181
[2025-10-12 14:30:46] Epoch: 10, train loss: 128070.8909, val loss: 126255.5932, val mpjpe: 444.9301
[2025-10-12 14:30:55] Epoch: 11, train loss: 128066.7616, val loss: 126246.6202, val mpjpe: 446.0719
[2025-10-12 14:31:04] Epoch: 12, train loss: 128067.7476, val loss: 126264.4940, val mpjpe: 444.3901
[2025-10-12 14:31:14] Epoch: 13, train loss: 128065.7775, val loss: 126252.9016, val mpjpe: 445.1205
[2025-10-12 14:31:22] Epoch: 14, train loss: 128065.0246, val loss: 126264.2399, val mpjpe: 444.3464
[2025-10-12 14:31:32] Epoch: 15, train loss: 128066.2592, val loss: 126258.3054, val mpjpe: 444.7296
[2025-10-12 14:31:41] Epoch: 16, train loss: 128063.5142, val loss: 126254.3427, val mpjpe: 444.9784
[2025-10-12 14:31:51] Epoch: 17, train loss: 128065.0320, val loss: 126249.1825, val mpjpe: 445.5117
[2025-10-12 14:32:00] Epoch: 18, train loss: 128065.9989, val loss: 126254.5081, val mpjpe: 445.0257
[2025-10-12 14:32:09] Epoch: 19, train loss: 128066.1140, val loss: 126248.1363, val mpjpe: 445.6768
[2025-10-12 14:32:18] Epoch: 20, train loss: 128065.0211, val loss: 126260.0219, val mpjpe: 444.6677
[2025-10-12 14:32:28] Epoch: 21, train loss: 128063.3133, val loss: 126249.5613, val mpjpe: 445.3793
[2025-10-12 14:32:37] Epoch: 22, train loss: 128062.4769, val loss: 126252.3058, val mpjpe: 445.2222
[2025-10-12 14:32:46] Epoch: 23, train loss: 128063.0982, val loss: 126251.5572, val mpjpe: 445.2461
[2025-10-12 14:32:55] Epoch: 24, train loss: 128063.4815, val loss: 126253.4065, val mpjpe: 445.1988
[2025-10-12 14:33:05] Epoch: 25, train loss: 128064.1567, val loss: 126249.8913, val mpjpe: 445.4064
[2025-10-12 14:33:14] Epoch: 26, train loss: 128064.7426, val loss: 126248.7788, val mpjpe: 445.6174
[2025-10-12 14:33:23] Epoch: 27, train loss: 128065.5701, val loss: 126251.4046, val mpjpe: 445.2671
[2025-10-12 14:33:32] Epoch: 28, train loss: 128069.2839, val loss: 126254.7806, val mpjpe: 445.0895
[2025-10-12 14:33:42] Epoch: 29, train loss: 128064.2245, val loss: 126248.5093, val mpjpe: 445.6583
[2025-10-12 14:33:51] Epoch: 30, train loss: 128064.7963, val loss: 126251.4198, val mpjpe: 445.2385
[2025-10-12 14:34:01] Epoch: 31, train loss: 128063.7536, val loss: 126252.2696, val mpjpe: 445.2639
[2025-10-12 14:34:09] Epoch: 32, train loss: 128064.1181, val loss: 126248.6904, val mpjpe: 445.6230
[2025-10-12 14:34:19] Epoch: 33, train loss: 128062.0314, val loss: 126252.9695, val mpjpe: 445.1452
[2025-10-12 14:34:27] Epoch: 34, train loss: 128064.4555, val loss: 126249.4397, val mpjpe: 445.4834
[2025-10-12 14:34:37] Epoch: 35, train loss: 128064.9883, val loss: 126251.9472, val mpjpe: 445.1851
[2025-10-12 14:34:46] Epoch: 36, train loss: 128061.8809, val loss: 126249.4564, val mpjpe: 445.4915
[2025-10-12 14:34:55] Epoch: 37, train loss: 128062.5176, val loss: 126249.3862, val mpjpe: 445.6815
[2025-10-12 14:35:05] Epoch: 38, train loss: 128065.4023, val loss: 126249.5104, val mpjpe: 445.5796
[2025-10-12 14:35:13] Epoch: 39, train loss: 128065.3503, val loss: 126252.2118, val mpjpe: 445.0568
[2025-10-12 14:35:22] Epoch: 40, train loss: 128061.5293, val loss: 126248.1491, val mpjpe: 445.9882
[2025-10-12 14:35:31] Epoch: 41, train loss: 128065.6275, val loss: 126251.9243, val mpjpe: 445.2457
[2025-10-12 14:35:40] Epoch: 42, train loss: 128064.5577, val loss: 126247.3405, val mpjpe: 445.8547
[2025-10-12 14:35:49] Epoch: 43, train loss: 128069.2656, val loss: 126255.5396, val mpjpe: 445.5528
[2025-10-12 14:35:58] Epoch: 44, train loss: 128066.9821, val loss: 126249.9168, val mpjpe: 445.3241
[2025-10-12 14:36:07] Epoch: 45, train loss: 128062.8062, val loss: 126249.3744, val mpjpe: 445.6392
[2025-10-12 14:36:16] Epoch: 46, train loss: 128066.1382, val loss: 126247.5881, val mpjpe: 445.8174
[2025-10-12 14:36:26] Epoch: 47, train loss: 128064.4025, val loss: 126247.4869, val mpjpe: 445.7796
[2025-10-12 14:36:35] Epoch: 48, train loss: 128063.2879, val loss: 126249.4360, val mpjpe: 445.8347
[2025-10-12 14:36:44] Epoch: 49, train loss: 128062.9881, val loss: 126246.5965, val mpjpe: 446.0827
[2025-10-12 14:36:53] Epoch: 50, train loss: 128066.6480, val loss: 126247.7248, val mpjpe: 446.3214
[2025-10-12 14:37:02] Epoch: 51, train loss: 128064.9318, val loss: 126248.4259, val mpjpe: 445.5655
[2025-10-12 14:37:11] Epoch: 52, train loss: 128067.1589, val loss: 126249.9541, val mpjpe: 445.7160
