[2026-05-01 00:01:41] 备注: 输入当前姿态输出未来姿态
[2026-05-01 00:01:41] mask_ratio=0.25, batch_size=256, lr=0.001, epochs=200, loss_func=l1, resnet_verson=resnet18, imu_generator=transformer, transformer_hidden=128, transformer_layers=2, transformer_nhead=4, transformer_dropout=0.1, use_len=60, compute_len=15, predict_len=15, stride_len=15, need_normalize=True, alpha=1, beta=0, gamma=1
[2026-05-01 00:04:28] [20260501000141] Epoch: 0, train loss1: 0.3004, train loss2: 0.8486, train loss3: 0.3794, train current mpjpe: 161.3519, train future mpjpe: 187.6660
[2026-05-01 00:04:28] [20260501000141] Epoch: 0, val loss1: 0.2435, val loss2: 0.8488, val loss3: 0.2651, val current mpjpe: 140.2034, val future mpjpe: 155.0481
[2026-05-01 00:04:28] [20260501000141] Epoch: 0, train current pixel pck: current_pck@5px: 0.0565, current_pck@10px: 0.0879, current_pck@20px: 0.1360, train future pixel pck: future_pck@5px: 0.0248, future_pck@10px: 0.0503, future_pck@20px: 0.0979
[2026-05-01 00:04:28] [20260501000141] Epoch: 0, val current pixel pck: current_pck@5px: 0.0639, current_pck@10px: 0.0988, current_pck@20px: 0.1542, val future pixel pck: future_pck@5px: 0.0536, future_pck@10px: 0.0808, future_pck@20px: 0.1324
[2026-05-01 00:04:28] [20260501000141] Epoch: 0, train current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 202.9133
        1       Neck 132.8338
        2  RShoulder 139.9681
        3     RElbow 131.2448
        4     RWrist 178.7024
        5  LShoulder 142.4217
        6     LElbow 113.4429
        7     LWrist 145.7934
        8     MidHip   7.0864
        9       RHip  37.2322
       10      RKnee 124.4495
       11     RAnkle 189.2146
       12       LHip  39.8978
       13      LKnee 122.5649
       14     LAnkle 182.2103
       15       REye 220.3541
       16       LEye 220.7582
       17       REar 221.5132
       18       LEar 198.3992
       19    LBigToe 219.4404
       20  LSmallToe 224.7508
       21      LHeel 189.0550
       22    RBigToe 223.3843
       23  RSmallToe 232.5121
       24      RHeel 193.6539
[2026-05-01 00:04:28] [20260501000141] Epoch: 0, train future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 230.7224
        1       Neck 162.8476
        2  RShoulder 166.4512
        3     RElbow 166.8108
        4     RWrist 208.6372
        5  LShoulder 170.0306
        6     LElbow 149.9890
        7     LWrist 166.1696
        8     MidHip  21.6172
        9       RHip  48.7268
       10      RKnee 150.7189
       11     RAnkle 217.4771
       12       LHip  52.0837
       13      LKnee 146.1012
       14     LAnkle 208.9797
       15       REye 249.4491
       16       LEye 247.5969
       17       REar 250.1950
       18       LEar 229.4434
       19    LBigToe 248.9241
       20  LSmallToe 250.6034
       21      LHeel 215.7557
       22    RBigToe 252.5858
       23  RSmallToe 255.7709
       24      RHeel 223.9624
[2026-05-01 00:04:28] [20260501000141] Epoch: 0, val current per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 186.0050
        1       Neck 109.5739
        2  RShoulder 112.6910
        3     RElbow 117.2684
        4     RWrist 170.8072
        5  LShoulder 111.3153
        6     LElbow  97.4105
        7     LWrist 132.1768
        8     MidHip   3.9951
        9       RHip  31.9947
       10      RKnee 112.7635
       11     RAnkle 157.2069
       12       LHip  34.8533
       13      LKnee 107.6130
       14     LAnkle 157.7703
       15       REye 192.8179
       16       LEye 203.7764
       17       REar 182.1197
       18       LEar 186.5684
       19    LBigToe 192.6124
       20  LSmallToe 198.0816
       21      LHeel 159.6429
       22    RBigToe 188.6895
       23  RSmallToe 196.0940
       24      RHeel 161.2374
[2026-05-01 00:04:28] [20260501000141] Epoch: 0, val future per-joint MPJPE:
 joint_id joint_name    mpjpe
        0       Nose 211.2356
        1       Neck  93.7054
        2  RShoulder 102.9010
        3     RElbow 198.1986
        4     RWrist 196.3279
        5  LShoulder 101.9501
        6     LElbow 119.6342
        7     LWrist 156.3891
        8     MidHip   3.5366
        9       RHip  36.0463
       10      RKnee 111.4326
       11     RAnkle 156.4577
       12       LHip  38.7892
       13      LKnee 115.1481
       14     LAnkle 161.3251
       15       REye 203.0209
       16       LEye 222.4057
       17       REar 199.1773
       18       LEar 184.6833
       19    LBigToe 200.2467
       20  LSmallToe 217.0532
       21      LHeel 218.1369
       22    RBigToe 207.7584
       23  RSmallToe 235.6770
       24      RHeel 184.9662
